millis,ax,ay,az,gx,gy,gz,label
98277,-5307,-5981,-981,-2,-5,3,0
98282,-5305,-5979,-995,-3,-4,3,0
98287,-5301,-5974,-1003,-3,-4,3,0
98292,-5294,-5968,-1008,-3,-4,3,0
98298,-5285,-5962,-1010,-3,-3,3,0
98302,-5279,-5956,-1014,-3,-3,3,0
98308,-5270,-5953,-1020,-3,-3,3,0
98314,-5265,-5948,-1021,-3,-2,3,0
98319,-5261,-5941,-1019,-3,-2,3,0
98323,-5260,-5932,-1014,-4,-2,3,0
98329,-5261,-5922,-1004,-4,-2,3,0
98334,-5262,-5911,-989,-4,-1,3,0
98340,-5264,-5899,-976,-4,-1,3,0
98345,-5266,-5886,-969,-4,-1,2,0
98351,-5272,-5871,-963,-4,0,2,0
98355,-5273,-5856,-953,-4,0,2,0
98360,-5281,-5843,-939,-5,-1,2,0
98365,-5295,-5831,-923,-5,-1,2,0
98371,-5309,-5820,-909,-5,0,2,0
98376,-5321,-5810,-894,-5,0,1,0
98381,-5336,-5801,-885,-5,0,1,0
98385,-5348,-5790,-875,-5,0,1,0
98391,-5356,-5780,-861,-5,0,1,0
98396,-5364,-5769,-854,-5,0,1,0
98401,-5371,-5756,-853,-5,0,0,0
98406,-5381,-5743,-847,-5,0,0,0
98411,-5392,-5730,-838,-5,-1,0,0
98416,-5400,-5717,-825,-5,-1,0,0
98421,-5411,-5704,-815,-5,-2,0,0
98426,-5423,-5694,-804,-5,-2,0,0
98431,-5432,-5689,-800,-5,-3,-1,0
98436,-5444,-5688,-795,-5,-3,-1,0
98441,-5459,-5686,-792,-5,-3,-1,0
98446,-5471,-5682,-792,-5,-3,-1,0
98452,-5475,-5679,-789,-5,-3,-1,0
98457,-5478,-5673,-779,-5,-3,-1,0
98462,-5478,-5667,-767,-5,-3,-1,0
98467,-5478,-5663,-760,-5,-3,-1,0
98471,-5475,-5656,-759,-5,-3,-1,0
98477,-5476,-5649,-758,-5,-3,-1,0
98482,-5478,-5644,-759,-5,-3,-1,0
98487,-5480,-5639,-763,-5,-3,-1,0
98493,-5482,-5638,-765,-5,-3,-1,0
98498,-5480,-5639,-764,-5,-2,-1,0
98503,-5482,-5642,-767,-5,-2,-1,0
98509,-5483,-5643,-766,-5,-2,-1,0
98514,-5484,-5645,-769,-4,-2,-1,0
98519,-5491,-5652,-770,-4,-2,-1,0
98525,-5502,-5661,-768,-4,-2,-1,0
98531,-5515,-5673,-763,-4,-2,-1,0
98535,-5528,-5686,-755,-4,-3,-1,0
98539,-5538,-5699,-750,-4,-3,-1,0
98544,-5543,-5708,-749,-4,-3,-1,0
98549,-5544,-5721,-746,-4,-3,-1,0
98554,-5544,-5737,-744,-4,-4,-1,0
98559,-5545,-5746,-740,-4,-4,-1,0
98564,-5546,-5756,-738,-4,-4,-1,0
98570,-5551,-5766,-736,-4,-5,-1,0
98575,-5552,-5775,-732,-4,-5,-1,0
98581,-5554,-5784,-730,-4,-5,-1,0
98586,-5554,-5790,-730,-4,-4,-1,0
98592,-5553,-5793,-729,-4,-4,-1,0
98598,-5551,-5796,-730,-4,-4,-1,0
98603,-5547,-5800,-731,-4,-4,-1,0
98608,-5545,-5800,-734,-4,-3,-1,0
98613,-5544,-5803,-735,-4,-3,-1,0
98617,-5547,-5811,-738,-4,-3,-1,0
98621,-5546,-5819,-742,-4,-3,-1,0
98625,-5547,-5822,-746,-4,-3,-1,0
98630,-5553,-5822,-752,-4,-3,-1,0
98634,-5557,-5821,-756,-4,-2,-1,0
98638,-5561,-5820,-756,-4,-2,-1,0
98643,-5563,-5819,-756,-4,-2,-1,0
98647,-5568,-5816,-756,-4,-3,-1,0
98651,-5574,-5813,-754,-4,-3,-1,0
98656,-5578,-5808,-756,-3,-3,-1,0
98660,-5587,-5805,-759,-3,-3,0,0
98665,-5593,-5804,-764,-3,-3,0,0
98670,-5594,-5807,-762,-3,-3,0,0
98675,-5593,-5806,-757,-3,-3,-1,0
98681,-5592,-5801,-759,-3,-3,0,0
98687,-5593,-5795,-758,-3,-2,0,0
98692,-5593,-5785,-752,-3,-2,0,0
98698,-5596,-5776,-744,-3,-2,0,0
98703,-5598,-5766,-740,-3,-2,0,0
98708,-5600,-5759,-732,-3,-2,0,0
98713,-5602,-5752,-733,-3,-2,0,0
98718,-5605,-5746,-735,-3,-2,0,0
98723,-5607,-5741,-741,-3,-1,0,0
98728,-5609,-5735,-749,-3,-1,0,0
98734,-5609,-5725,-749,-3,-1,0,0
98738,-5606,-5717,-743,-3,0,0,0
98743,-5601,-5707,-742,-3,0,0,0
98749,-5595,-5699,-743,-3,0,0,0
98754,-5594,-5696,-747,-3,0,0,0
98758,-5592,-5694,-756,-2,0,0,0
98763,-5586,-5691,-765,-2,0,0,0
98768,-5581,-5690,-768,-2,0,0,0
98773,-5573,-5692,-769,-2,0,0,0
98778,-5574,-5690,-760,-2,0,0,0
98782,-5578,-5684,-753,-2,0,0,0
98787,-5583,-5681,-749,-2,0,0,0
98792,-5585,-5679,-745,-2,0,0,0
98797,-5583,-5679,-751,-2,0,0,0
98802,-5582,-5685,-751,-2,0,0,0
98807,-5579,-5693,-753,-2,0,0,0
98812,-5579,-5699,-750,-2,0,0,0
98818,-5584,-5703,-747,-2,0,0,0
98822,-5588,-5707,-747,-2,0,0,0
98827,-5586,-5710,-753,-2,0,0,0
98832,-5584,-5711,-763,-2,0,0,0
98838,-5579,-5712,-769,-2,0,0,0
98842,-5574,-5711,-779,-2,1,0,0
98847,-5569,-5708,-789,-2,1,0,0
98853,-5563,-5709,-803,-2,1,0,0
98858,-5557,-5709,-812,-2,1,0,0
98863,-5555,-5712,-821,-2,1,0,0
98867,-5552,-5714,-829,-2,0,0,0
98872,-5552,-5716,-838,-2,0,0,0
98877,-5556,-5726,-848,-1,0,0,0
98882,-5559,-5740,-858,-2,-1,0,0
98888,-5563,-5755,-869,-1,-1,0,0
98893,-5566,-5764,-881,-2,-1,0,0
98899,-5568,-5771,-888,-2,-2,0,0
98904,-5571,-5773,-890,-2,-2,0,0
98909,-5572,-5775,-890,-2,-3,0,0
98914,-5572,-5779,-892,-2,-3,0,0
98920,-5570,-5782,-893,-2,-4,0,0
98925,-5566,-5785,-897,-2,-4,0,0
98930,-5561,-5785,-905,-2,-5,0,0
98935,-5558,-5789,-912,-2,-5,0,0
98941,-5558,-5795,-915,-2,-5,0,0
98946,-5559,-5803,-922,-2,-6,0,0
98951,-5559,-5810,-929,-2,-6,0,0
98957,-5563,-5815,-941,-2,-5,0,0
98962,-5562,-5817,-949,-2,-5,0,0
98967,-5560,-5818,-954,-2,-4,0,0
98973,-5552,-5817,-948,-2,-3,0,0
98978,-5537,-5813,-937,-3,-3,0,0
98983,-5527,-5807,-928,-3,-3,0,0
98989,-5526,-5803,-922,-3,-3,1,0
98994,-5529,-5801,-926,-3,-2,1,0
98999,-5541,-5796,-936,-3,-2,1,0
99004,-5552,-5787,-941,-3,-2,1,0
99009,-5559,-5778,-942,-3,-2,1,0
99015,-5569,-5771,-943,-3,-2,1,0
99019,-5574,-5765,-946,-3,-1,1,0
99024,-5584,-5759,-949,-3,-2,1,0
99029,-5597,-5753,-954,-3,-2,1,0
99035,-5609,-5747,-956,-3,-2,1,0
99041,-5619,-5737,-955,-3,-2,1,0
99046,-5626,-5720,-947,-3,-2,1,0
99052,-5627,-5704,-938,-3,-2,1,0
99057,-5627,-5690,-930,-3,-2,1,0
99062,-5633,-5679,-927,-3,-2,1,0
99067,-5641,-5670,-929,-3,-3,1,0
99072,-5644,-5662,-931,-3,-3,1,0
99078,-5641,-5657,-926,-3,-3,1,0
99082,-5633,-5652,-919,-3,-3,1,0
99087,-5622,-5643,-905,-3,-3,1,0
99093,-5611,-5636,-901,-3,-3,1,0
99098,-5606,-5632,-903,-3,-3,1,0
99103,-5604,-5627,-902,-4,-4,1,0
99108,-5602,-5629,-903,-4,-4,1,0
99114,-5600,-5631,-903,-4,-5,1,0
99119,-5590,-5634,-902,-4,-5,0,0
99124,-5584,-5638,-896,-4,-6,0,0
99130,-5579,-5635,-893,-4,-6,0,0
99135,-5576,-5634,-890,-4,-7,0,0
99140,-5574,-5633,-879,-4,-7,0,0
99145,-5572,-5636,-868,-4,-7,0,0
99151,-5569,-5641,-856,-4,-8,0,0
99156,-5566,-5643,-851,-4,-8,0,0
99162,-5564,-5646,-850,-4,-8,0,0
99166,-5561,-5650,-849,-4,-8,0,0
99170,-5561,-5653,-845,-5,-8,0,0
99174,-5563,-5659,-841,-5,-8,0,0
99179,-5564,-5664,-836,-5,-8,0,0
99183,-5570,-5665,-830,-5,-8,-1,0
99187,-5576,-5666,-829,-5,-8,-1,0
99192,-5578,-5666,-827,-5,-9,-1,0
99196,-5582,-5670,-827,-5,-8,-1,0
99201,-5586,-5675,-828,-5,-8,-1,0
99205,-5592,-5680,-826,-6,-8,-1,0
99210,-5601,-5684,-832,-6,-7,-1,0
99214,-5611,-5689,-842,-6,-7,-1,0
99218,-5614,-5696,-851,-6,-7,-1,0
99223,-5616,-5696,-858,-6,-7,-1,0
99227,-5622,-5693,-857,-6,-7,-1,0
99231,-5631,-5693,-855,-6,-6,-1,0
99236,-5638,-5691,-851,-6,-6,-1,0
99240,-5646,-5690,-852,-6,-6,-1,0
99245,-5656,-5696,-856,-6,-6,-1,0
99249,-5661,-5702,-859,-6,-6,-1,0
99253,-5663,-5707,-857,-6,-5,-1,0
99258,-5664,-5711,-861,-6,-5,0,0
99262,-5670,-5716,-861,-6,-5,0,0
99266,-5677,-5717,-859,-6,-5,0,0
99270,-5684,-5715,-855,-6,-4,0,0
