millis,ax,ay,az,gx,gy,gz,label
11128377,620,-8306,273,-1,-2,-1,0
11128382,623,-8308,259,-1,-2,-1,0
11128387,629,-8311,234,-1,-2,-1,0
11128392,632,-8311,209,-1,-2,-1,0
11128397,636,-8311,179,-1,-2,-1,0
11128402,638,-8310,161,-1,-2,-1,0
11128407,641,-8309,144,-1,-2,-1,0
11128412,639,-8308,132,-1,-1,-1,0
11128417,641,-8305,124,-1,-1,-1,0
11128422,637,-8305,124,-1,-1,-1,0
11128427,632,-8301,128,-1,-1,-1,0
11128432,627,-8300,133,-1,-1,-1,0
11128437,620,-8299,139,-1,-2,-1,0
11128442,613,-8299,147,-1,-2,-1,0
11128447,602,-8300,150,-1,-2,-1,0
11128453,591,-8301,147,-1,-2,-1,0
11128457,582,-8301,137,-1,-2,0,0
11128463,575,-8304,129,-1,-2,0,0
11128467,567,-8303,123,-1,-2,0,0
11128473,564,-8304,121,-1,-2,0,0
11128477,558,-8302,120,-1,-2,-1,0
11128482,553,-8304,126,-1,-1,-1,0
11128487,545,-8308,136,-1,-1,0,0
11128493,534,-8310,147,-1,-1,-1,0
11128497,524,-8311,162,-1,-1,-1,0
11128502,512,-8312,169,-1,-1,-1,0
11128507,499,-8312,176,-1,-1,-1,0
11128513,489,-8309,187,-1,-1,-1,0
11128517,478,-8311,193,-1,-1,-1,0
11128523,470,-8310,201,-1,-1,-1,0
11128527,462,-8310,206,-1,-1,-1,0
11128533,460,-8312,206,-1,-1,-1,0
11128538,461,-8310,204,-1,0,-1,0
11128543,460,-8311,205,-1,0,-1,0
11128548,460,-8312,209,-1,-1,-1,0
11128553,457,-8312,209,-1,-1,-1,0
11128557,452,-8311,214,-1,-1,-1,0
11128563,444,-8312,218,-1,-1,-1,0
11128567,436,-8310,220,-1,-1,-1,0
11128573,430,-8307,223,-1,0,-1,0
11128578,425,-8308,224,-1,0,-1,0
11128583,425,-8308,228,-1,0,-1,0
11128587,429,-8309,230,-1,0,-1,0
11128593,435,-8310,230,-1,0,-1,0
11128598,444,-8310,234,-1,0,-1,0
11128602,460,-8310,238,-1,0,-1,0
