millis,ax,ay,az,gx,gy,gz,label
54744,474,-8193,-35,-2,-4,-1,0
54749,480,-8193,-35,-2,-4,-1,0
54754,484,-8193,-31,-2,-4,-1,0
54759,488,-8193,-33,-2,-5,-1,0
54764,499,-8193,-38,-2,-5,-1,0
54769,510,-8194,-52,-2,-5,-1,0
54774,523,-8193,-67,-2,-5,-1,0
54779,536,-8192,-79,-2,-6,-1,0
54784,546,-8190,-88,-2,-6,-1,0
54789,557,-8189,-93,-2,-6,-1,0
54794,565,-8185,-100,-3,-6,-1,0
54799,576,-8186,-107,-2,-6,-1,0
54804,582,-8187,-113,-3,-7,-1,0
54810,588,-8189,-118,-2,-8,-1,0
54814,592,-8189,-125,-3,-9,-1,0
54819,599,-8190,-135,-3,-9,-1,0
54824,603,-8189,-142,-3,-10,-1,0
54830,606,-8187,-152,-3,-10,-1,0
54835,611,-8185,-167,-3,-9,-1,0
54840,617,-8186,-185,-3,-9,-1,0
54845,621,-8185,-202,-3,-8,-1,0
54851,630,-8185,-218,-3,-8,-1,0
54856,639,-8185,-231,-3,-7,-1,0
54861,649,-8187,-241,-3,-7,-1,0
54866,658,-8187,-251,-3,-7,-1,0
54872,665,-8185,-259,-3,-6,-1,0
54877,672,-8186,-261,-3,-6,-1,0
54882,680,-8189,-263,-3,-6,-1,0
54887,685,-8190,-266,-3,-6,-1,0
54893,691,-8189,-271,-3,-6,-1,0
54898,693,-8189,-284,-3,-6,-1,0
54903,695,-8190,-298,-2,-6,-1,0
54908,695,-8188,-308,-2,-6,-1,0
54913,692,-8188,-313,-3,-5,-1,0
54919,688,-8185,-322,-3,-5,-1,0
54923,684,-8185,-333,-2,-5,-1,0
54928,679,-8183,-340,-2,-5,-1,0
54934,675,-8181,-342,-2,-5,-1,0
54939,672,-8182,-346,-2,-5,-1,0
54944,671,-8182,-346,-2,-5,-1,0
54948,671,-8183,-350,-2,-6,-1,0
54953,671,-8181,-356,-2,-6,-1,0
54959,674,-8181,-361,-2,-6,-1,0
54963,676,-8182,-365,-2,-5,-1,0
54969,680,-8181,-377,-2,-5,-1,0
54974,683,-8180,-388,-2,-5,-1,0
54979,686,-8180,-398,-2,-4,-1,0
54983,689,-8180,-409,-2,-4,-1,0
54989,690,-8182,-417,-2,-4,-1,0
54994,690,-8181,-421,-2,-3,-1,0
54999,689,-8181,-417,-2,-3,-1,0
55004,685,-8181,-417,-2,-2,-1,0
55009,682,-8182,-415,-2,-2,-1,0
55014,679,-8182,-413,-2,-2,-1,0
55020,676,-8183,-410,-2,-2,-1,0
55024,673,-8183,-407,-2,-2,-1,0
55030,671,-8185,-402,-2,-2,-1,0
55035,668,-8184,-396,-2,-2,0,0
55040,665,-8182,-393,-1,-2,0,0
55044,664,-8178,-393,-1,-2,-1,0
55049,662,-8179,-390,-1,-2,-1,0
55053,662,-8179,-390,-1,-2,-1,0
55057,660,-8181,-384,-1,-2,0,0
55061,663,-8184,-383,-1,-2,0,0
55067,661,-8186,-380,-1,-2,0,0
55071,661,-8186,-380,-1,-2,-1,0
55075,660,-8185,-376,-1,-1,-1,0
55079,656,-8185,-375,-1,-1,-1,0
55084,650,-8184,-374,-1,-1,0,0
55089,645,-8185,-368,-1,-1,-1,0
55094,641,-8184,-357,-1,-2,-1,0
55099,637,-8185,-346,-1,-2,-1,0
55104,633,-8183,-337,-1,-2,-1,0
55109,630,-8186,-331,-1,-1,-1,0
55114,633,-8185,-326,-1,-1,-1,0
55119,634,-8184,-324,-1,-2,-1,0
55124,638,-8182,-320,-1,-2,-1,0
55129,642,-8182,-312,-1,-2,-1,0
55134,647,-8182,-306,-1,-2,-1,0
55139,656,-8181,-297,-1,-3,-1,0
55144,662,-8181,-294,-1,-3,-1,0
55149,670,-8180,-291,-1,-3,-1,0
55154,677,-8181,-290,-1,-3,-1,0
55160,686,-8182,-290,-1,-4,-1,0
55164,694,-8182,-291,-1,-4,-1,0
55169,702,-8181,-294,-1,-4,-1,0
55174,706,-8180,-295,-1,-4,-1,0
55179,707,-8181,-295,-1,-3,-1,0
55184,711,-8180,-296,-1,-3,0,0
55189,710,-8178,-293,-1,-3,-1,0
55194,711,-8178,-291,-1,-2,0,0
55199,708,-8177,-287,-1,-2,0,0
55204,711,-8177,-276,-1,-2,0,0
55209,713,-8178,-266,-1,-2,0,0
55214,715,-8182,-253,-1,-2,0,0
55219,717,-8183,-232,-1,-2,0,0
55224,716,-8183,-212,-1,-2,0,0
55229,717,-8179,-196,-1,-2,0,0
55234,716,-8177,-185,-1,-2,0,0
55239,718,-8176,-178,-1,-2,0,0
55244,717,-8179,-170,-1,-1,0,0
55249,715,-8180,-165,-1,-1,0,0
55254,712,-8181,-163,-1,-1,0,0
