millis,ax,ay,az,gx,gy,gz,label
151144,349,-8273,61,1,2,-1,0
151149,343,-8271,64,1,2,-2,0
151154,340,-8274,66,1,2,-2,0
151159,333,-8276,71,1,3,-2,0
151164,327,-8277,79,1,3,-2,0
151169,318,-8278,85,1,4,-2,0
151174,308,-8278,96,1,4,-2,0
151179,295,-8278,111,1,4,-2,0
151184,285,-8277,123,1,4,-2,0
151189,279,-8276,136,1,5,-2,0
151194,274,-8275,145,1,5,-2,0
151199,271,-8273,151,1,6,-2,0
151204,271,-8273,151,1,6,-2,0
151209,273,-8275,152,1,7,-2,0
151214,281,-8277,159,1,7,-2,0
151219,291,-8278,165,1,7,-2,0
151224,300,-8278,169,1,7,-2,0
151229,309,-8273,178,1,7,-2,0
151234,316,-8272,185,1,7,-2,0
151239,323,-8271,194,1,7,-2,0
151244,332,-8273,206,1,7,-2,0
151249,346,-8273,214,1,7,-2,0
151254,357,-8272,214,1,7,-2,0
151259,366,-8272,219,1,7,-2,0
151264,371,-8273,227,1,7,-2,0
151269,369,-8271,231,1,7,-2,0
151274,365,-8270,244,1,7,-2,0
151279,357,-8270,260,1,7,-2,0
151284,347,-8270,273,1,7,-2,0
151289,338,-8268,288,1,7,-2,0
151294,329,-8268,308,1,7,-2,0
151299,325,-8269,321,1,7,-2,0
151304,326,-8271,337,1,7,-2,0
151309,332,-8272,350,0,7,-2,0
151314,342,-8273,358,0,7,-2,0
151319,355,-8274,359,0,6,-2,0
151324,373,-8276,355,0,6,-3,0
151329,387,-8278,349,0,5,-3,0
151334,399,-8276,342,0,5,-3,0
151339,412,-8273,338,0,5,-3,0
151344,420,-8271,335,0,5,-3,0
151349,427,-8269,329,0,5,-3,0
151354,438,-8266,326,0,4,-2,0
151359,452,-8265,322,0,4,-3,0
151364,465,-8266,315,0,4,-2,0
151369,477,-8268,314,0,3,-2,0
151374,488,-8271,316,0,3,-2,0
151379,496,-8270,319,0,2,-2,0
151384,501,-8272,326,0,2,-2,0
151389,505,-8272,321,0,2,-2,0
151394,509,-8270,315,0,2,-2,0
151399,505,-8270,313,0,2,-2,0
151404,505,-8272,313,0,2,-2,0
151409,503,-8268,313,0,2,-2,0
151414,503,-8268,311,0,2,-2,0
151419,508,-8269,313,0,2,-2,0
151424,516,-8272,315,0,2,-2,0
151429,528,-8273,317,0,1,-2,0
151434,540,-8272,316,0,1,-2,0
151439,552,-8271,319,-1,0,-2,0
151444,562,-8275,324,-1,0,-2,0
151449,568,-8275,331,-1,0,-2,0
151454,569,-8274,340,-1,-1,-2,0
151459,570,-8272,352,-1,-1,-2,0
151464,568,-8277,363,-1,-1,-2,0
151469,562,-8277,374,-1,-1,-2,0
151474,561,-8279,382,-1,-1,-2,0
151479,559,-8279,389,-1,-1,-2,0
151484,560,-8278,393,-1,-1,-2,0
151489,566,-8279,388,-1,-1,-2,0
151494,575,-8278,388,-1,-1,-2,0
151499,578,-8276,380,-1,-1,-2,0
151504,581,-8276,371,-1,-1,-2,0
151509,586,-8276,360,-1,-1,-2,0
151514,591,-8277,351,-1,-1,-2,0
151519,594,-8278,339,-1,-1,-2,0
151524,593,-8280,329,-1,-1,-2,0
151529,595,-8280,319,-1,-1,-2,0
151534,594,-8277,312,-1,-1,-2,0
151539,595,-8276,305,-1,-1,-2,0
151544,591,-8274,300,-1,-2,-2,0
151549,583,-8273,292,-1,-2,-2,0
151554,574,-8274,286,-1,-2,-2,0
151559,568,-8275,279,-1,-2,-2,0
151564,568,-8277,275,-1,-3,-2,0
151569,574,-8277,271,-1,-4,-2,0
151574,579,-8278,271,-1,-5,-2,0
151579,584,-8280,262,-1,-5,-2,0
151584,585,-8279,251,-1,-6,-2,0
151589,579,-8280,240,-1,-6,-2,0
151594,570,-8282,232,-1,-5,-2,0
151599,566,-8283,223,-1,-5,-2,0
151604,581,-8283,239,-2,-6,-2,0
151609,595,-8283,289,-2,-9,-2,0
151614,589,-8280,335,-2,-12,-2,0
151619,577,-8279,374,-2,-12,-2,0
151624,569,-8277,408,-2,-8,-2,0
151629,556,-8278,423,-2,-6,-2,0
151634,550,-8282,420,-2,-6,-2,0
151639,548,-8281,395,-2,-8,-2,0
151644,539,-8281,356,-2,-9,-2,0
151649,532,-8281,323,-2,-8,-2,0
151654,528,-8282,294,-2,-4,-2,0
151659,543,-8280,264,-2,0,-2,0
151664,568,-8278,230,-2,1,-2,0
151669,571,-8277,178,-2,-1,-2,0
151674,559,-8277,112,-2,-1,-2,0
151679,545,-8278,39,-1,1,-2,0
151684,533,-8276,-39,-1,2,-2,0
151689,514,-8274,-108,-1,3,-2,0
151694,493,-8271,-161,-1,4,-2,0
151699,474,-8272,-190,-1,8,-2,0
151704,460,-8272,-194,-1,13,-1,0
151709,475,-8272,-164,-1,18,-1,0
151714,527,-8272,-106,-2,21,-1,0
151719,606,-8271,-39,-2,21,-1,0
151724,693,-8271,23,-2,21,-1,0
151729,788,-8268,73,-1,22,-1,0
151734,891,-8267,104,-1,22,-1,0
151739,998,-8269,130,-1,22,0,0
151744,1098,-8271,150,-2,20,0,0
151749,1188,-8270,183,-2,16,0,0
151754,1244,-8267,225,-2,11,0,0
151759,1268,-8267,265,-2,7,0,0
151764,1267,-8265,310,-2,3,0,0
151769,1221,-8264,339,-2,0,0,0
151774,1134,-8264,328,-1,-1,0,0
151779,1020,-8262,280,-1,-1,0,0
151784,886,-8259,186,-1,2,0,0
151789,734,-8261,67,-1,6,0,0
151794,585,-8264,-50,-1,12,0,0
151799,445,-8266,-144,-1,20,0,0
151804,324,-8272,-192,-1,28,0,0
151809,239,-8272,-192,-1,35,0,0
151814,188,-8273,-157,-1,40,0,0
151819,169,-8274,-102,-1,44,0,0
151824,178,-8276,-52,-1,46,0,0
151829,211,-8275,-17,-1,47,0,0
151834,253,-8276,-11,-1,47,0,0
151839,290,-8275,-26,-1,48,0,0
151844,315,-8272,-49,-1,48,0,0
151849,332,-8272,-79,-1,49,0,0
151854,324,-8270,-108,0,48,-1,0
151859,290,-8271,-129,0,49,-1,0
151864,238,-8272,-149,0,51,-1,0
151869,186,-8271,-156,0,54,-1,0
151874,145,-8271,-148,0,57,-1,0
151879,126,-8278,-125,0,57,-1,0
151884,115,-8281,-123,-1,56,-1,0
151889,113,-8283,-130,-1,51,0,0
