millis,ax,ay,az,gx,gy,gz,label
635737,576,-8178,-366,0,-6,-1,0
635742,586,-8176,-382,0,-6,-1,0
635747,599,-8176,-404,0,-6,-1,0
635752,617,-8178,-428,0,-7,-1,0
635757,637,-8177,-453,0,-7,-1,0
635762,655,-8175,-472,0,-7,-1,0
635767,672,-8176,-489,0,-8,-1,0
635772,686,-8178,-499,0,-9,-1,0
635777,697,-8176,-502,0,-10,-1,0
635782,705,-8175,-499,0,-11,-1,0
635787,712,-8175,-490,0,-12,-1,0
635792,727,-8174,-484,0,-13,-1,0
635798,745,-8175,-487,1,-13,-1,0
635802,763,-8175,-499,1,-14,-1,0
635807,784,-8170,-518,1,-14,-1,0
635812,807,-8167,-536,1,-14,-1,0
635817,834,-8166,-555,1,-14,-1,0
635822,852,-8165,-569,1,-14,-1,0
635827,863,-8164,-577,1,-14,-1,0
635832,861,-8168,-579,1,-14,-1,0
635837,847,-8171,-570,1,-13,-1,0
635842,826,-8170,-551,1,-13,-1,0
635847,805,-8170,-526,1,-12,-1,0
635852,782,-8171,-501,1,-12,-1,0
635857,754,-8172,-477,1,-13,-1,0
635862,731,-8175,-454,1,-13,-1,0
635867,707,-8176,-436,1,-14,-1,0
635872,683,-8179,-421,2,-14,-1,0
635877,662,-8179,-410,1,-15,-1,0
635882,643,-8180,-399,1,-14,-1,0
635887,628,-8179,-392,1,-14,-1,0
635892,618,-8179,-382,1,-13,-1,0
635897,612,-8182,-369,1,-13,-1,0
635902,603,-8182,-355,1,-13,-1,0
635907,601,-8182,-335,1,-14,-1,0
635912,605,-8182,-307,1,-15,-1,0
635917,611,-8184,-273,1,-16,-1,0
635922,621,-8185,-233,1,-18,-1,0
635927,638,-8184,-199,1,-20,-1,0
635932,656,-8184,-168,1,-23,-1,0
635937,676,-8183,-135,1,-27,-2,0
635942,698,-8183,-104,1,-31,-2,0
635947,722,-8183,-82,1,-34,-2,0
635952,747,-8184,-66,1,-38,-2,0
635957,772,-8182,-54,1,-40,-2,0
635962,795,-8183,-46,1,-42,-2,0
635967,809,-8182,-37,1,-43,-2,0
635972,809,-8185,-27,1,-42,-2,0
635977,799,-8184,-16,1,-41,-2,0
635982,780,-8184,-3,1,-38,-2,0
635987,751,-8184,6,1,-35,-2,0
635992,717,-8184,18,0,-31,-2,0
635997,678,-8189,35,0,-27,-2,0
636002,635,-8188,52,0,-22,-2,0
636007,595,-8188,71,0,-16,-1,0
636012,565,-8192,86,0,-10,-1,0
636017,548,-8197,93,-1,-3,-1,0
636022,559,-8194,88,-1,3,-1,0
636027,581,-8190,68,-1,6,-1,0
636032,594,-8189,40,-1,10,-1,0
636037,614,-8189,17,-1,14,-1,0
636042,644,-8189,-26,-1,19,-1,0
636047,703,-8189,-12,-2,21,-1,0
636053,774,-8190,16,-2,17,-1,0
636058,848,-8190,64,-2,8,-1,0
636063,900,-8191,116,-3,-4,-1,0
636069,945,-8188,146,-3,-15,-1,0
636073,999,-8186,213,-2,-25,-1,0
636079,1048,-8183,289,-2,-35,-1,0
636084,1077,-8179,315,-2,-43,-1,0
636089,1092,-8177,318,-2,-47,-1,0
636095,1100,-8179,315,-2,-48,-1,0
636100,1107,-8180,270,-1,-47,-1,0
636106,1111,-8182,205,-2,-45,-1,0
636111,1114,-8181,119,-2,-43,-1,0
636117,1114,-8174,19,-2,-41,-1,0
636122,1116,-8171,-74,-2,-38,0,0
636127,1114,-8169,-152,-2,-34,0,0
636132,1101,-8170,-217,-2,-29,0,0
636136,1106,-8162,-288,-2,-23,0,0
636141,1074,-8155,-346,-2,-12,1,0
636146,1090,-8152,-426,-2,0,1,0
