millis,ax,ay,az,gx,gy,gz,label
1723411,832,-8280,-221,-2,41,2,0
1723416,890,-8277,-228,-2,34,2,0
1723421,942,-8277,-243,-2,29,2,0
1723425,994,-8278,-247,-2,27,2,0
1723431,1036,-8277,-250,-2,28,2,0
1723435,1078,-8277,-242,-2,29,2,0
1723440,1113,-8276,-220,-2,29,2,0
1723446,1148,-8276,-183,-2,26,2,0
1723451,1170,-8274,-129,-2,20,2,0
1723456,1180,-8273,-61,-1,11,2,0
1723461,1175,-8272,15,-1,1,3,0
1723466,1148,-8269,94,-1,-7,3,0
1723471,1109,-8268,170,-1,-13,3,0
1723476,1059,-8268,236,-1,-17,2,0
1723481,992,-8270,281,-1,-21,2,0
1723486,913,-8272,311,-1,-25,2,0
1723491,820,-8275,331,-1,-28,2,0
1723496,724,-8278,336,-1,-29,2,0
1723501,626,-8282,333,-1,-27,2,0
1723505,538,-8285,319,-1,-23,2,0
1723511,467,-8285,296,-1,-17,2,0
1723516,419,-8284,265,-1,-10,1,0
1723521,390,-8286,223,-1,-5,1,0
1723525,380,-8285,185,-1,-1,1,0
1723531,385,-8284,153,-1,2,1,0
1723536,400,-8284,137,-2,4,1,0
1723541,416,-8282,129,-2,6,0,0
1723545,434,-8283,134,-2,8,0,0
1723551,456,-8282,145,-2,11,0,0
1723556,482,-8280,157,-2,12,0,0
1723561,515,-8278,160,-2,13,0,0
1723565,550,-8278,154,-1,12,0,0
1723571,592,-8281,135,-1,11,0,0
1723576,635,-8278,114,-1,9,0,0
1723581,677,-8278,90,-1,7,0,0
1723586,710,-8281,61,-1,5,0,0
1723591,741,-8280,40,-1,3,0,0
1723596,772,-8278,24,-1,3,0,0
1723600,800,-8280,3,-1,3,0,0
1723605,820,-8280,-16,-1,4,0,0
1723610,828,-8277,-25,-1,5,0,0
1723616,827,-8278,-42,-1,7,0,0
1723621,814,-8280,-47,-1,9,0,0
1723626,799,-8282,-42,-1,12,0,0
1723630,790,-8284,-41,-1,15,0,0
1723636,784,-8283,-31,-1,19,0,0
1723640,786,-8282,-27,-1,22,0,0
1723645,784,-8282,-26,-1,26,0,0
1723650,782,-8281,-25,-1,29,0,0
1723655,780,-8282,-27,-1,31,0,0
1723660,777,-8281,-28,-1,33,0,0
1723665,780,-8282,-29,-1,33,0,0
1723670,789,-8283,-36,-1,32,0,0
1723675,806,-8283,-38,-1,29,0,0
1723680,818,-8280,-49,-1,24,-1,0
1723686,822,-8277,-58,0,19,-1,0
1723691,814,-8273,-72,0,15,-1,0
1723695,804,-8274,-99,0,12,-1,0
1723700,793,-8274,-137,0,11,-1,0
1723705,781,-8272,-180,1,10,-1,0
1723710,775,-8272,-231,1,10,-1,0
1723715,772,-8274,-274,1,11,-1,0
1723720,772,-8280,-311,1,12,-1,0
1723726,771,-8282,-325,1,13,-1,0
1723730,770,-8284,-323,1,14,-1,0
1723736,771,-8284,-294,1,16,-1,0
1723740,774,-8282,-244,1,17,-1,0
1723745,784,-8281,-185,1,17,-1,0
1723750,792,-8280,-126,1,14,-1,0
1723755,801,-8279,-56,1,11,-1,0
1723760,800,-8282,3,1,9,-1,0
1723765,793,-8280,67,1,6,-1,0
1723770,782,-8280,117,1,4,-1,0
1723775,760,-8281,165,1,4,-1,0
1723780,743,-8282,212,1,5,-1,0
1723785,722,-8282,257,1,7,-1,0
1723790,702,-8282,295,1,9,-1,0
1723795,691,-8285,327,1,12,-2,0
1723800,682,-8286,355,1,12,-2,0
1723805,682,-8286,365,1,12,-2,0
1723810,681,-8285,355,1,11,-2,0
1723815,695,-8283,332,1,9,-2,0
1723820,718,-8281,294,1,7,-2,0
1723825,748,-8280,254,1,6,-2,0
1723830,778,-8280,216,1,6,-2,0
1723835,805,-8280,189,1,6,-2,0
1723840,828,-8279,177,1,7,-2,0
1723845,846,-8278,187,1,8,-2,0
1723850,860,-8273,214,1,8,-2,0
1723855,874,-8269,244,1,9,-2,0
1723860,891,-8267,283,1,9,-2,0
1723865,908,-8265,320,1,8,-2,0
1723870,928,-8262,349,1,8,-2,0
1723875,957,-8266,368,1,7,-2,0
1723880,994,-8266,382,1,6,-1,0
1723885,1035,-8266,389,1,5,-1,0
1723890,1076,-8265,395,1,3,-1,0
1723895,1113,-8266,408,1,1,-1,0
1723900,1142,-8266,424,1,-1,-1,0
1723905,1158,-8264,447,1,-2,-1,0
1723910,1169,-8263,472,0,-3,-1,0
1723915,1169,-8261,490,0,-4,-1,0
1723920,1166,-8262,486,0,-4,-1,0
1723925,1167,-8266,491,0,-6,-1,0
1723930,1163,-8269,489,0,-8,-1,0
1723935,1158,-8271,482,0,-10,-1,0
1723940,1142,-8273,491,0,-10,-1,0
1723945,1119,-8272,497,0,-10,-1,0
1723950,1084,-8270,509,0,-9,-1,0
1723955,1039,-8270,531,0,-8,-1,0
1723960,992,-8271,554,0,-8,-1,0
1723965,943,-8270,566,0,-9,-1,0
1723970,891,-8270,574,0,-10,-1,0
1723975,843,-8271,567,0,-9,-1,0
1723980,803,-8274,549,0,-7,-1,0
1723985,769,-8276,527,-1,-4,-1,0
1723990,741,-8280,505,-1,-1,-1,0
1723995,708,-8285,486,-1,2,-1,0
1724000,679,-8288,473,-1,6,-1,0
1724005,664,-8290,473,-1,10,-2,0
1724010,671,-8292,486,-2,13,-2,0
1724015,673,-8292,512,-2,16,-2,0
1724020,702,-8289,516,-2,20,-1,0
1724025,738,-8284,524,-2,25,-2,0
1724030,818,-8285,520,-2,27,-2,0
1724035,892,-8285,507,-2,27,-2,0
1724040,970,-8284,485,-2,26,-1,0
1724045,1059,-8281,468,-2,23,-1,0
1724050,1135,-8276,458,-2,18,-1,0
1724055,1194,-8274,454,-2,14,-1,0
1724060,1234,-8271,455,-2,9,-1,0
1724065,1254,-8268,454,-2,5,-1,0
1724070,1251,-8269,456,-2,1,-1,0
1724075,1220,-8268,447,-2,-2,-1,0
1724080,1179,-8269,427,-2,-3,-1,0
1724085,1143,-8270,392,-2,-3,-1,0
1724090,1115,-8275,348,-2,-5,-1,0
1724095,1086,-8278,309,-2,-7,0,0
1724100,1055,-8278,276,-2,-8,0,0
1724105,1026,-8275,244,-2,-8,0,0
1724110,997,-8274,221,-2,-6,-1,0
1724115,978,-8271,195,-2,-4,-1,0
1724120,967,-8271,156,-1,-3,-1,0
1724125,963,-8272,122,-1,-4,-1,0
1724130,956,-8276,81,-1,-6,-1,0
1724135,947,-8278,49,-1,-7,-1,0
1724140,942,-8280,8,-1,-7,-1,0
1724145,940,-8280,-16,-1,-6,-1,0
1724150,932,-8279,-31,-1,-6,-1,0
1724155,916,-8278,-34,-1,-5,-1,0
1724160,892,-8280,-32,-1,-5,-1,0
1724165,864,-8281,-23,-1,-4,-1,0
1724170,842,-8285,-6,-1,-2,-1,0
