millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
153203,201,220,318,509,362,-6.16,-5.41,-2.51,3
153403,208,222,311,508,377,-8.24,-4.67,-3.45,3
153503,206,221,316,503,376,-7.73,-5.1,-3.26,3
153603,205,220,314,500,372,-7.61,-5.26,-3.22,3
153703,204,219,313,499,370,-8,-5.57,-2.94,3
153803,199,215,316,495,355,-6.59,-4.04,-3.22,3
153903,183,217,258,423,301,-8.08,-6.55,-1.37,3
154003,173,216,205,354,262,-7.73,-5.49,-0.78,3
154103,169,214,179,321,246,-7.26,-5.3,-0.55,0
154203,170,214,169,312,240,-8.12,-6.08,-0.9,0
154303,166,211,163,298,224,-8.59,-5.45,0.59,0
154403,168,208,160,291,222,-9.26,-5.37,0.43,0
154503,168,209,160,290,222,-8.63,-5.1,0.2,0
154603,167,205,157,287,221,-8.55,-5.18,0.12,0
154703,166,210,160,291,220,-8.75,-5.06,0.16,0
154803,167,208,158,290,222,-8.71,-5.18,0.2,0
154903,168,212,167,302,226,-9.06,-5.41,0.43,0
155003,171,220,233,369,252,-8.98,-5.45,0.82,3
155103,171,223,283,439,288,-9.06,-5.92,0.39,3
155203,172,221,314,464,306,-7.92,-7.18,1.57,3
155303,179,225,320,488,325,-6.39,-6.67,-0.67,3
155403,194,223,325,500,348,-6.32,-7.22,-1.53,3
155503,206,224,321,507,355,-6.35,-6.59,-2.35,3
155603,209,220,322,508,362,-6.71,-5.69,-3.02,3
155703,209,221,318,502,364,-7.37,-4.82,-3.65,3
155803,210,218,317,499,366,-8.28,-5.88,-3.1,3
155904,208,218,312,498,366,-7.49,-5.33,-2.71,3
156003,207,217,313,495,367,-7.69,-5.33,-2.94,3
156103,203,219,311,493,360,-7.18,-5.18,-2.82,3
156204,187,219,266,436,312,-8.16,-6.2,-2.08,3
156303,174,216,220,374,284,-7.85,-6.28,-1.26,3
156403,170,213,177,320,240,-7.81,-8.08,-5.57,0
156603,169,209,155,280,214,-7.92,-5.3,-1.22,0
156703,166,202,152,275,209,-8.63,-4.51,-0.16,0
156803,167,204,153,273,208,-10.32,-5.33,0.67,0
156903,165,205,151,271,208,-9.06,-5.1,0.31,0
157003,166,204,152,272,208,-8.24,-4.79,0.16,0
157103,166,202,152,272,208,-8.59,-4.94,0.39,0
157203,165,206,160,281,215,-9.26,-5.22,0.12,0
157303,175,218,235,369,245,-9.1,-5.33,0.51,0
157403,178,221,288,435,289,-8.04,-6.08,-0.86,3
157503,179,222,304,465,311,-7.3,-5.92,-1.29,3
157603,176,220,308,487,348,-7.3,-6.12,-2.04,3
