millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z
3903,171,199,154,266,276,-3.22,-8.08,6.9
4003,175,202,156,268,277,-3.45,-7.88,7.06
4103,175,203,154,266,278,-3.22,-7.77,6.9
4203,174,204,152,267,277,-3.06,-7.88,6.86
4303,173,201,152,265,276,-2.98,-8.04,6.9
4403,174,202,153,266,276,-3.14,-7.96,6.98
4503,173,196,153,266,275,-3.26,-7.92,6.83
4603,173,200,154,266,275,-3.41,-7.92,7.26
4703,174,199,150,267,275,-3.18,-7.96,6.83
4803,173,200,149,265,274,-2.82,-8.08,6.63
4903,173,200,152,265,275,-3.45,-7.88,6.9
5003,172,200,153,266,275,-3.1,-7.96,6.55
5103,172,199,152,265,278,-3.18,-8.08,6.83
5203,172,201,153,267,277,-3.37,-8.04,7.26
5303,173,199,153,266,274,-3.26,-8,6.98
5403,174,202,152,267,277,-3.06,-8.08,6.79
5504,175,202,154,266,277,-3.26,-7.96,6.79
5603,174,204,153,266,275,-3.1,-8.12,6.67
5703,173,203,153,266,275,-3.1,-8.2,6.63
5804,175,198,152,267,278,-3.26,-7.96,6.35
5903,174,201,155,268,275,-3.3,-8.04,6.67
6003,174,199,152,267,276,-3.3,-8.04,6.86
6203,174,203,151,266,272,-3.22,-7.88,6.67
6303,174,197,152,268,275,-3.41,-8,7.06
