millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel,infile,norm_Ngon_1,norm_Ngon_2,norm_Ngon_3,norm_Ngon_4,norm_Ngon_5,norm_X,norm_Y,norm_Z,bin_0_norm_Ngon_1,bin_1_norm_Ngon_1,bin_2_norm_Ngon_1,bin_3_norm_Ngon_1,bin_0_norm_Ngon_2,bin_1_norm_Ngon_2,bin_2_norm_Ngon_2,bin_3_norm_Ngon_2,bin_0_norm_Ngon_3,bin_1_norm_Ngon_3,bin_2_norm_Ngon_3,bin_3_norm_Ngon_3,bin_0_norm_Ngon_4,bin_1_norm_Ngon_4,bin_2_norm_Ngon_4,bin_3_norm_Ngon_4,bin_0_norm_Ngon_5,bin_1_norm_Ngon_5,bin_2_norm_Ngon_5,bin_3_norm_Ngon_5,bin_0_norm_X,bin_1_norm_X,bin_2_norm_X,bin_3_norm_X,bin_0_norm_Y,bin_1_norm_Y,bin_2_norm_Y,bin_3_norm_Y,bin_0_norm_Z,bin_1_norm_Z,bin_2_norm_Z,bin_3_norm_Z,longestPosEdge,longestNegEdge,longestPosCount,longestNegCount,label
50103,223,202,216,160,208,-3.26,-8.67,5.65,0,a_2_labelled.csv,0.6858333333333333,0.6683333333333333,0.68,0.6333333333333333,0.6733333333333333,0.48369999999999996,0.45665,0.52825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50203,222,199,212,157,203,-3.84,-8.63,5.65,0,a_2_labelled.csv,0.685,0.6658333333333334,0.6766666666666666,0.6308333333333334,0.6691666666666667,0.4808,0.45685000000000003,0.52825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50304,222,196,209,155,202,-3.69,-8.75,5.49,0,a_2_labelled.csv,0.685,0.6633333333333333,0.6741666666666667,0.6291666666666667,0.6683333333333333,0.48155000000000003,0.45625,0.52745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50403,222,196,209,156,202,-3.22,-8.71,5.49,0,a_2_labelled.csv,0.685,0.6633333333333333,0.6741666666666667,0.63,0.6683333333333333,0.4839,0.45644999999999997,0.52745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50503,222,197,209,156,203,-3.02,-8.9,5.61,0,a_2_labelled.csv,0.685,0.6641666666666667,0.6741666666666667,0.63,0.6691666666666667,0.4849,0.45549999999999996,0.52805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50604,222,197,209,156,203,-3.49,-8.79,5.69,0,a_2_labelled.csv,0.685,0.6641666666666667,0.6741666666666667,0.63,0.6691666666666667,0.48255000000000003,0.45605000000000007,0.52845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50703,220,195,209,156,203,-3.26,-8.71,5.88,0,a_2_labelled.csv,0.6833333333333333,0.6625,0.6741666666666667,0.63,0.6691666666666667,0.48369999999999996,0.45644999999999997,0.5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50803,222,196,209,156,203,-3.06,-8.79,5.84,0,a_2_labelled.csv,0.685,0.6633333333333333,0.6741666666666667,0.63,0.6691666666666667,0.48469999999999996,0.45605000000000007,0.5292,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51003,222,196,210,155,204,-3.33,-8.59,6.04,0,a_2_labelled.csv,0.685,0.6633333333333333,0.675,0.6291666666666667,0.67,0.48335,0.45704999999999996,0.5302,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51103,222,197,209,156,204,-3.41,-8.63,5.77,0,a_2_labelled.csv,0.685,0.6641666666666667,0.6741666666666667,0.63,0.67,0.48295,0.45685000000000003,0.5288499999999999,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51203,222,197,209,157,204,-3.26,-8.63,5.77,0,a_2_labelled.csv,0.685,0.6641666666666667,0.6741666666666667,0.6308333333333334,0.67,0.48369999999999996,0.45685000000000003,0.5288499999999999,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51303,221,197,209,156,204,-3.18,-8.71,5.69,0,a_2_labelled.csv,0.6841666666666667,0.6641666666666667,0.6741666666666667,0.63,0.67,0.4841,0.45644999999999997,0.52845,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51403,221,196,209,156,204,-3.18,-8.71,5.53,0,a_2_labelled.csv,0.6841666666666667,0.6633333333333333,0.6741666666666667,0.63,0.67,0.4841,0.45644999999999997,0.52765,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51503,221,197,210,155,205,-3.57,-8.71,5.57,0,a_2_labelled.csv,0.6841666666666667,0.6641666666666667,0.675,0.6291666666666667,0.6708333333333333,0.48215,0.45644999999999997,0.5278499999999999,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51603,221,197,210,155,205,-3.26,-8.75,5.49,0,a_2_labelled.csv,0.6841666666666667,0.6641666666666667,0.675,0.6291666666666667,0.6708333333333333,0.48369999999999996,0.45625,0.52745,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51703,219,197,211,156,205,-3.33,-8.9,5.49,0,a_2_labelled.csv,0.6825,0.6641666666666667,0.6758333333333333,0.63,0.6708333333333333,0.48335,0.45549999999999996,0.52745,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51803,221,207,238,169,209,-3.3,-8.83,5.53,0,a_2_labelled.csv,0.6841666666666667,0.6725,0.6983333333333334,0.6408333333333334,0.6741666666666667,0.48350000000000004,0.45585000000000003,0.52765,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
51903,222,270,323,226,234,-3.41,-8.79,5.53,2,a_2_labelled.csv,0.685,0.725,0.7691666666666667,0.6883333333333334,0.695,0.48295,0.45605000000000007,0.52765,0,0,8,0,0,0,8,0,0,0,7,1,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
52003,222,333,372,271,291,-3.69,-8.67,5.69,2,a_2_labelled.csv,0.685,0.7775,0.81,0.7258333333333333,0.7425,0.48155000000000003,0.45665,0.52845,0,0,8,0,0,0,7,1,0,0,6,2,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
52103,220,371,394,288,336,-4.2,-8.47,5.73,2,a_2_labelled.csv,0.6833333333333333,0.8091666666666667,0.8283333333333334,0.74,0.78,0.479,0.45765,0.5286500000000001,0,0,8,0,0,0,6,2,0,0,5,3,0,0,8,0,0,0,7,1,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,0
52203,218,400,409,298,360,-4.04,-8.12,5.92,2,a_2_labelled.csv,0.6816666666666666,0.8333333333333334,0.8408333333333333,0.7483333333333333,0.8,0.47979999999999995,0.4594,0.5296,0,0,8,0,0,0,5,3,0,0,4,4,0,0,8,0,0,0,6,2,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,2
52303,216,407,419,304,367,-3.92,-8.98,5.53,2,a_2_labelled.csv,0.68,0.8391666666666666,0.8491666666666666,0.7533333333333333,0.8058333333333333,0.4804,0.4551,0.52765,0,0,8,0,0,0,4,4,0,0,3,5,0,0,7,1,0,0,5,3,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,2
52403,213,408,418,306,368,-4.2,-8.24,6.43,2,a_2_labelled.csv,0.6775,0.84,0.8483333333333334,0.755,0.8066666666666666,0.479,0.45880000000000004,0.53215,0,0,8,0,0,0,3,5,0,0,2,6,0,0,6,2,0,0,4,4,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,2
52503,212,408,417,306,364,-4.31,-7.61,6.16,2,a_2_labelled.csv,0.6766666666666666,0.84,0.8475,0.755,0.8033333333333333,0.47845,0.46195,0.5307999999999999,0,0,8,0,0,0,2,6,0,0,1,7,0,0,5,3,0,0,3,5,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,2
52603,213,408,416,306,363,-3.49,-8.39,5.57,2,a_2_labelled.csv,0.6775,0.84,0.8466666666666667,0.755,0.8025,0.48255000000000003,0.45805,0.5278499999999999,0,0,8,0,0,0,1,7,0,0,0,8,0,0,4,4,0,0,2,6,0,8,0,0,0,8,0,0,0,0,8,0,0,-1,8,0,2
