millis,ax,ay,az,gx,gy,gz,label
384339,967,-8282,325,-2,-3,-2,0
384344,969,-8282,335,-2,-3,-2,1
384349,971,-8281,346,-2,-3,-2,1
384354,974,-8282,354,-2,-3,-2,1
384359,979,-8283,359,-2,-3,-2,1
384364,983,-8282,360,-2,-4,-2,1
384369,979,-8279,359,-2,-4,-2,1
384374,970,-8278,354,-2,-4,-2,1
384379,961,-8278,352,-2,-4,-2,1
384384,954,-8281,345,-2,-5,-2,1
384389,949,-8282,335,-2,-5,-2,1
384394,946,-8283,329,-2,-6,-2,1
384399,945,-8284,326,-2,-6,-2,1
384404,944,-8284,320,-2,-6,-2,1
384409,946,-8284,314,-2,-7,-2,1
384414,947,-8284,296,-2,-7,-2,1
384419,954,-8285,283,-3,-7,-2,1
384424,964,-8286,270,-3,-7,-2,1
384429,972,-8286,257,-3,-7,-2,1
384434,986,-8289,250,-3,-7,-2,1
384439,1005,-8290,240,-3,-7,-2,1
384444,1019,-8287,225,-3,-7,-2,1
384449,1030,-8286,208,-3,-7,-2,1
384454,1040,-8287,181,-3,-7,-2,1
384459,1040,-8289,156,-3,-8,-2,1
384464,1035,-8288,135,-3,-8,-2,1
384469,1032,-8287,107,-3,-8,-2,1
384474,1033,-8286,81,-3,-8,-2,1
384479,1034,-8284,48,-3,-8,-2,1
384484,1035,-8281,16,-2,-7,-2,1
384489,1036,-8280,-15,-2,-7,-2,1
384494,1039,-8276,-55,-2,-6,-2,1
384499,1036,-8273,-92,-2,-5,-2,1
384504,1026,-8274,-124,-2,-5,-2,1
384509,1008,-8277,-151,-2,-5,-2,1
384514,991,-8277,-171,-2,-5,-2,1
384519,983,-8275,-182,-2,-6,-2,1
384524,982,-8275,-189,-2,-7,-2,1
384529,988,-8276,-188,-2,-7,-2,1
384534,999,-8274,-191,-2,-8,-2,1
384539,1014,-8273,-199,-2,-9,-2,1
384544,1022,-8271,-210,-1,-10,-2,1
384548,1026,-8271,-234,-1,-11,-2,1
384554,1017,-8271,-256,-1,-11,-2,1
384559,1002,-8273,-270,-1,-11,-2,1
384563,981,-8273,-287,-1,-10,-2,1
384569,964,-8271,-302,-1,-9,-2,1
384573,952,-8270,-323,-1,-7,-2,1
384579,939,-8268,-350,0,-6,-2,1
384584,920,-8268,-371,0,-6,-2,1
384589,894,-8269,-386,0,-5,-2,1
384594,871,-8271,-397,0,-4,-2,1
384599,852,-8273,-405,0,-3,-2,1
384604,835,-8275,-412,0,-2,-2,1
384609,825,-8275,-419,0,0,-2,1
384614,816,-8273,-424,1,0,-2,1
384619,810,-8271,-424,1,1,-2,1
384624,798,-8270,-425,1,2,-2,1
384628,784,-8271,-426,1,2,-2,1
384633,771,-8271,-416,1,4,-2,1
384639,763,-8273,-392,1,5,-2,1
384643,759,-8273,-361,1,5,-2,1
384648,755,-8271,-330,1,5,-2,1
384653,759,-8269,-297,1,5,-3,1
384658,765,-8267,-269,1,5,-3,1
384664,767,-8267,-246,2,5,-3,1
384668,771,-8267,-228,2,5,-3,1
384674,772,-8268,-213,2,6,-3,1
384678,773,-8269,-207,2,7,-3,1
384683,774,-8270,-206,2,8,-3,1
384688,772,-8267,-199,2,10,-3,1
384693,769,-8266,-191,2,11,-3,1
384698,764,-8263,-177,2,13,-3,1
384703,754,-8261,-168,2,15,-3,1
384708,752,-8261,-160,2,16,-3,1
384713,749,-8264,-149,2,17,-3,1
384718,748,-8267,-140,2,17,-4,1
384723,750,-8268,-128,2,18,-4,1
384728,753,-8265,-108,2,17,-4,1
384733,754,-8262,-78,2,16,-4,1
384738,761,-8262,-50,3,16,-4,1
384743,772,-8263,-19,3,16,-4,1
384748,788,-8264,7,3,15,-4,1
384753,806,-8266,27,3,15,-4,1
384758,821,-8268,52,3,15,-4,1
384763,831,-8267,70,3,14,-4,1
384768,841,-8266,89,3,14,-4,1
384773,856,-8269,111,3,14,-4,1
384778,898,-8293,149,3,14,-4,1
384783,952,-8336,187,3,15,-4,1
384788,853,-8366,68,3,14,-4,1
384793,741,-8419,-36,2,10,-3,1
384798,597,-8423,-136,1,12,-2,1
384803,652,-8354,-71,0,16,-1,1
384808,526,-8452,-193,0,20,-1,1
384813,700,-8396,-48,-1,16,0,1
384818,712,-8371,-34,-1,17,0,1
384823,628,-8443,-149,-1,10,0,1
384828,588,-8422,-127,-2,4,1,1
384833,379,-8445,-316,-4,4,2,1
384838,461,-8581,-146,-4,6,2,1
384843,483,-8646,-103,-5,10,4,1
384848,573,-8808,-27,-6,9,4,1
384853,414,-8551,-176,-7,7,5,1
384858,727,-8914,134,-6,7,5,1
384863,478,-8626,-167,-8,6,6,1
384868,767,-8606,167,-8,4,6,1
384873,157,-8488,-507,-10,6,8,1
384878,629,-8410,133,-10,3,8,1
384883,180,-8785,-457,-12,18,10,1
384888,702,-8478,240,-12,7,9,1
384893,482,-8753,-209,-13,15,10,1
384898,554,-8591,-49,-13,-1,10,1
384903,419,-8299,-251,-14,3,12,1
384908,267,-8273,-378,-15,3,12,1
384913,12,-8337,-643,-17,4,13,1
384918,231,-8110,-354,-18,6,14,1
384923,129,-8431,-598,-18,11,15,1
384928,309,-8255,-415,-19,3,15,1
384933,181,-8375,-723,-19,5,16,1
384938,171,-8255,-702,-21,-1,16,1
384943,46,-8243,-842,-22,5,17,1
384948,99,-8415,-723,-22,6,18,1
384953,56,-8198,-803,-23,11,19,1
384958,118,-8214,-726,-23,10,19,1
384963,87,-8267,-897,-24,9,19,1
384968,68,-8180,-944,-25,7,20,1
384973,5,-8072,-1023,-26,9,20,1
384978,-44,-7946,-1059,-27,10,21,1
384983,70,-7753,-903,-27,11,21,1
384988,-145,-7939,-1222,-27,10,21,1
384993,-26,-7761,-1129,-28,6,22,1
384998,-108,-7675,-1292,-29,11,22,1
385003,-218,-8031,-1371,-30,9,22,1
385008,-145,-7810,-1268,-31,10,23,1
385013,-41,-7624,-1145,-31,15,23,1
385018,-25,-7561,-1188,-31,12,23,1
385023,-126,-7525,-1382,-31,4,23,1
385028,-292,-7503,-1589,-33,1,24,1
385033,-404,-7687,-1574,-34,7,25,1
385038,-360,-7584,-1416,-35,17,25,1
385043,-229,-7494,-1251,-34,23,25,1
385048,-190,-7474,-1322,-34,17,25,1
385053,-241,-7464,-1511,-34,7,25,1
385058,-483,-7706,-1778,-36,3,25,1
385063,-2754,-8946,-3864,-42,51,34,1
385068,-21,-8955,-973,-28,153,17,1
385073,2321,-8522,1506,-10,328,-2,1
385078,4102,-8903,2723,21,281,-20,1
385083,5856,-9197,2596,38,45,-28,1
385088,5372,-9312,1316,43,-188,-28,1
385093,3462,-9218,63,25,-277,-23,1
385098,929,-9174,-2286,19,-192,-21,1
385103,-998,-9200,-3299,15,-54,-16,1
385108,-1857,-8859,-3849,6,62,-10,1
385113,-1843,-8500,-4113,7,121,-6,1
385118,-1357,-8433,-3968,11,117,-5,1
385123,-878,-8437,-2976,6,85,-1,1
385128,-875,-8398,-2250,0,53,3,1
385133,-784,-8272,-1966,0,28,3,1
385138,-480,-7870,-783,3,36,2,1
385143,-248,-7846,-654,7,61,0,1
385148,71,-8158,-881,9,63,-2,1
385153,88,-8242,-1477,9,45,-1,1
385158,-10,-8228,-1955,6,34,-1,1
385163,-79,-8296,-1819,4,37,-1,1
385168,146,-8119,-1279,4,46,-2,1
385173,105,-8383,-1027,6,58,-2,1
385178,514,-8323,-264,8,62,-4,1
385183,1082,-8275,260,13,62,-6,1
385188,1092,-8353,90,16,43,-7,1
385193,983,-8292,-16,18,16,-7,1
385198,753,-8277,-579,16,6,-7,1
385203,445,-8275,-864,14,10,-6,1
385208,138,-8252,-1003,11,20,-5,1
385213,26,-8239,-1123,10,31,-4,1
385218,-29,-8216,-888,9,42,-3,1
385223,129,-8175,-532,10,49,-3,1
385228,374,-8216,-396,12,52,-4,1
385233,656,-8208,-384,14,43,-5,1
