millis,ax,ay,az,gx,gy,gz,label
154275,206,-8281,691,-1,-4,-2,0
154280,214,-8281,694,-1,-4,-2,1
154285,222,-8277,697,-1,-3,-2,1
154290,233,-8273,700,-1,-3,-2,1
154295,241,-8273,700,-1,-3,-2,1
154300,248,-8276,700,-1,-3,-2,1
154305,254,-8276,701,-1,-3,-2,1
154310,257,-8276,702,-1,-3,-2,1
154315,259,-8277,701,-1,-3,-2,1
154320,257,-8280,702,-1,-3,-2,1
154325,254,-8279,705,-1,-2,-2,1
154330,251,-8278,707,-1,-2,-2,1
154335,249,-8279,712,-1,-2,-2,1
154340,249,-8280,715,-1,-2,-2,1
154345,250,-8283,715,-1,-2,-2,1
154350,250,-8283,713,-1,-2,-2,1
154355,255,-8284,712,-1,-2,-2,1
154360,255,-8283,714,-1,-3,-2,1
154365,256,-8282,712,-1,-3,-2,1
154370,258,-8281,717,-1,-2,-2,1
154375,259,-8281,724,-1,-2,-2,1
154380,262,-8281,733,-1,-2,-2,1
154385,263,-8280,731,-1,-2,-2,1
154390,259,-8281,734,-1,-2,-2,1
154395,256,-8280,728,-1,-2,-2,1
154400,255,-8279,718,-1,-2,-2,1
154405,252,-8279,713,-1,-2,-2,1
154410,249,-8280,711,-1,-2,-2,1
154415,249,-8280,705,-1,-3,-2,1
154420,249,-8278,695,-1,-3,-2,1
154425,248,-8276,696,-1,-3,-2,1
154430,244,-8275,692,-1,-3,-2,1
154435,241,-8273,691,-1,-3,-2,1
154440,238,-8275,692,-1,-3,-2,1
154445,233,-8275,697,-1,-3,-2,1
154450,231,-8274,703,-1,-3,-2,1
154455,229,-8273,708,-1,-3,-2,1
154460,225,-8271,716,-1,-3,-2,1
154465,220,-8271,719,-1,-2,-2,1
154470,214,-8273,726,-1,-2,-2,1
154475,212,-8273,729,-1,-2,-2,1
154480,212,-8275,730,-1,-2,-2,1
154485,216,-8275,727,-1,-2,-2,1
154490,222,-8275,720,-1,-2,-2,1
154495,223,-8273,712,-1,-2,-2,1
154500,223,-8271,707,-1,-2,-2,1
154505,223,-8271,704,-1,-3,-2,1
154510,223,-8271,703,-1,-3,-2,1
154515,224,-8272,702,-1,-3,-2,1
154520,225,-8273,700,-1,-3,-2,1
154525,230,-8270,692,-1,-3,-2,1
154530,240,-8270,693,-1,-3,-2,1
154535,247,-8273,691,-1,-3,-2,1
154540,253,-8274,682,-1,-3,-2,1
154545,252,-8274,675,-1,-3,-2,1
154550,245,-8275,676,-1,-3,-2,1
154555,239,-8276,682,-1,-3,-2,1
154560,233,-8276,691,-1,-3,-2,1
154565,228,-8273,701,-1,-2,-2,1
154570,227,-8270,701,-1,-2,-2,1
154575,233,-8270,703,-1,-2,-2,1
154580,239,-8270,707,-1,-2,-2,1
154585,240,-8270,711,-1,-2,-2,1
154590,242,-8270,716,-1,-2,-2,1
154595,240,-8272,720,-1,-2,-2,1
154600,238,-8270,729,-1,-2,-2,1
154605,235,-8272,730,-1,-2,-2,1
154610,232,-8274,731,-1,-2,-2,1
154615,231,-8274,727,-1,-2,-1,1
154620,235,-8275,722,-1,-2,-1,1
154625,239,-8276,716,-1,-2,-2,1
