millis,ax,ay,az,gx,gy,gz,label
473785,-7641,0,-1335,-2,-5,-3,0
473790,-7645,4,-1322,-2,-4,-2,1
473795,-7652,5,-1307,-2,-4,-2,1
473800,-7665,3,-1299,-2,-2,-2,1
473805,-7679,6,-1296,-2,-1,-2,1
473810,-7695,10,-1297,-2,1,-2,1
473815,-7710,15,-1298,-1,2,-2,1
473820,-7721,21,-1297,-1,3,-2,1
473825,-7726,31,-1299,-1,5,-2,1
473830,-7722,35,-1303,-1,5,-2,1
473835,-7722,45,-1310,-1,5,-2,1
473840,-7719,56,-1322,-1,5,-2,1
473845,-7713,63,-1342,-1,5,-1,1
473850,-7707,70,-1365,-1,4,-1,1
473855,-7708,76,-1378,-1,2,-1,1
473860,-7710,84,-1391,-1,1,-1,1
473865,-7708,95,-1404,-1,-1,-1,1
473870,-7708,103,-1421,-1,-2,-1,1
473875,-7705,103,-1435,0,-2,-1,1
473880,-7700,100,-1444,0,-3,-1,1
473885,-7694,93,-1452,0,-4,-1,1
473890,-7691,89,-1449,0,-4,-1,1
473895,-7687,83,-1440,0,-4,-1,1
473900,-7681,75,-1428,0,-3,-1,1
473905,-7673,68,-1408,0,-2,-1,1
473910,-7661,59,-1385,0,-1,-1,1
473915,-7647,48,-1362,0,0,-1,1
473920,-7630,35,-1334,0,1,0,1
473925,-7614,19,-1311,0,1,0,1
473930,-7602,5,-1296,0,2,0,1
473935,-7594,-4,-1288,0,2,0,1
473940,-7586,-11,-1272,0,3,0,1
473945,-7581,-15,-1262,0,3,0,1
473950,-7580,-16,-1256,0,3,0,1
473955,-7588,-13,-1257,0,2,0,1
473960,-7601,-7,-1266,0,2,0,1
473965,-7617,-2,-1277,0,2,-1,1
473970,-7634,8,-1291,0,3,-1,1
473975,-7637,22,-1302,0,3,-1,1
473980,-7631,36,-1309,0,3,-1,1
473985,-7616,51,-1321,-1,2,-1,1
473990,-7596,69,-1334,-1,2,-1,1
473995,-7572,84,-1347,-1,0,-1,1
474000,-7545,101,-1358,-1,-1,-2,1
474005,-7516,119,-1370,-1,-2,-2,1
474010,-7491,136,-1378,-1,-3,-2,1
474015,-7472,150,-1378,-1,-3,-2,1
474020,-7458,161,-1377,-1,-3,-2,1
474025,-7449,168,-1380,-2,-2,-2,1
474030,-7451,172,-1382,-2,-1,-2,1
474035,-7458,173,-1388,-2,0,-2,1
474040,-7463,170,-1397,-2,0,-2,1
474045,-7464,168,-1404,-2,1,-2,1
474050,-7470,164,-1417,-2,1,-2,1
474055,-7480,161,-1436,-2,1,-2,1
474060,-7491,157,-1454,-2,1,-2,1
474065,-7504,153,-1472,-2,1,-2,1
474070,-7518,151,-1486,-2,1,-2,1
474075,-7529,153,-1499,-2,1,-2,1
474080,-7537,158,-1510,-2,0,-2,1
474085,-7541,163,-1519,-2,0,-3,1
474090,-7550,169,-1525,-2,-1,-3,1
474095,-7557,171,-1533,-2,-2,-3,1
474100,-7562,171,-1539,-2,-3,-3,1
