millis,ax,ay,az,gx,gy,gz,label
6810,3151,2708,5848,-4,-3,0,0
6815,3157,2709,5863,-4,-3,0,1
6820,3165,2705,5874,-4,-3,0,1
6825,3168,2704,5874,-4,-3,0,1
6830,3162,2703,5865,-4,-3,0,1
6835,3154,2702,5852,-4,-3,0,1
6840,3145,2700,5836,-4,-3,0,1
6845,3136,2698,5830,-4,-3,0,1
6850,3133,2699,5832,-4,-3,0,1
6855,3133,2699,5831,-4,-3,0,1
6860,3136,2700,5834,-4,-3,0,1
6865,3145,2703,5838,-4,-3,1,1
6870,3156,2704,5843,-4,-3,0,1
6875,3161,2704,5844,-4,-4,0,1
6880,3165,2703,5844,-4,-4,0,1
6885,3165,2700,5842,-4,-4,0,1
6890,3171,2700,5845,-4,-4,0,1
6895,3177,2697,5848,-4,-4,0,1
6900,3179,2696,5848,-4,-3,0,1
6905,3181,2697,5843,-4,-2,0,1
6910,3178,2698,5833,-4,-1,0,1
6915,3174,2699,5833,-4,0,0,1
6920,3169,2702,5827,-4,1,0,1
6925,3163,2704,5830,-4,1,0,1
6930,3160,2707,5839,-4,1,0,1
6935,3157,2702,5847,-4,1,0,1
6941,3155,2703,5851,-4,1,0,1
6945,3155,2702,5853,-4,0,0,1
6950,3155,2699,5847,-4,-1,0,1
6956,3153,2699,5840,-4,-1,0,1
6961,3146,2702,5832,-4,-2,0,1
6965,3139,2705,5833,-4,-2,0,1
6971,3132,2706,5845,-4,-1,0,1
6976,3135,2706,5851,-4,-1,0,1
6981,3135,2703,5858,-4,-1,0,1
6986,3133,2704,5860,-4,-1,0,1
6991,3135,2706,5857,-4,-2,0,1
6996,3135,2706,5854,-4,-2,0,1
7001,3135,2707,5851,-4,-3,0,1
7006,3134,2707,5849,-4,-4,0,1
7011,3131,2705,5849,-4,-4,0,1
7016,3133,2700,5852,-4,-4,0,1
7021,3137,2699,5852,-4,-4,0,1
7026,3145,2695,5850,-4,-4,0,1
7031,3148,2697,5846,-4,-3,0,1
7036,3148,2698,5845,-4,-3,0,1
7041,3150,2697,5843,-4,-2,0,1
7046,3150,2699,5840,-4,-2,0,1
7051,3152,2698,5845,-4,-2,0,1
7056,3149,2697,5853,-4,-1,0,1
7061,3151,2695,5858,-4,-1,0,1
7066,3153,2698,5860,-4,-1,0,1
7071,3151,2700,5865,-4,-1,0,1
7076,3149,2702,5864,-4,-2,0,1
7081,3148,2703,5859,-4,-2,0,1
7086,3145,2703,5853,-4,-2,0,1
7091,3142,2700,5850,-4,-2,0,1
7096,3144,2698,5849,-4,-2,0,1
7101,3151,2697,5848,-4,-2,0,1
7106,3155,2697,5845,-4,-1,0,1
7111,3156,2695,5845,-4,-1,0,1
7116,3155,2699,5848,-4,-1,0,1
7121,3154,2700,5850,-4,0,0,1
7126,3153,2700,5853,-4,0,0,1
7131,3151,2696,5852,-4,0,0,1
7136,3147,2692,5859,-4,0,0,1
7141,3146,2691,5860,-4,0,0,1
7146,3147,2688,5860,-4,-1,0,1
7151,3145,2685,5857,-4,-1,0,1
7156,3142,2685,5858,-4,-2,0,1
7161,3137,2687,5857,-4,-3,0,1
7166,3135,2689,5861,-4,-3,0,1
7171,3134,2689,5867,-4,-4,0,1
7176,3133,2690,5869,-4,-4,0,1
7181,3137,2690,5869,-4,-4,0,1
7186,3136,2691,5866,-4,-4,0,1
7191,3137,2692,5862,-4,-4,0,1
7196,3136,2695,5856,-4,-4,0,1
7201,3134,2698,5847,-4,-3,0,1
7206,3135,2700,5845,-4,-3,0,1
7211,3138,2702,5849,-4,-3,0,1
7216,3138,2698,5854,-4,-2,0,1
7221,3139,2695,5860,-4,-2,0,1
7226,3140,2690,5860,-4,-2,0,1
7231,3142,2685,5859,-4,-2,0,1
7236,3140,2685,5854,-4,-3,0,1
7241,3139,2690,5849,-4,-3,0,1
7246,3140,2693,5850,-4,-3,0,1
7251,3142,2693,5855,-4,-3,0,1
7256,3144,2693,5858,-4,-3,0,1
7261,3149,2693,5859,-4,-2,0,1
7266,3149,2691,5865,-4,-2,0,1
7271,3150,2692,5866,-4,-1,0,1
7276,3147,2695,5865,-4,-1,0,1
7281,3144,2698,5860,-4,-1,0,1
7286,3139,2698,5860,-4,-1,0,1
7291,3135,2699,5857,-4,-1,0,1
7296,3136,2699,5857,-4,-1,0,1
7301,3139,2701,5857,-4,-2,0,1
7306,3142,2701,5860,-4,-2,0,1
7311,3147,2701,5863,-4,-2,0,1
7316,3151,2703,5867,-4,-2,0,1
7321,3156,2703,5870,-4,-3,0,1
7326,3156,2704,5867,-4,-3,0,1
7331,3162,2702,5866,-4,-3,0,1
7336,3165,2699,5861,-4,-3,0,1
7341,3174,2695,5860,-4,-3,0,1
7346,3179,2695,5860,-4,-2,0,1
7351,3180,2697,5857,-4,-2,0,1
7356,3173,2699,5859,-4,-1,0,1
7361,3166,2702,5862,-4,0,0,1
7366,3158,2706,5858,-4,0,0,1
7371,3149,2710,5856,-4,0,0,1
7376,3144,2710,5855,-4,0,0,1
7381,3140,2709,5851,-4,0,0,1
7386,3145,2705,5846,-4,-1,0,1
7391,3148,2704,5847,-4,-1,0,1
7396,3151,2704,5844,-4,-1,0,1
7401,3150,2702,5843,-4,-2,0,1
7406,3150,2699,5838,-4,-2,0,1
7411,3152,2699,5838,-4,-2,0,1
7416,3152,2695,5839,-4,-2,0,1
7421,3154,2696,5837,-4,-2,0,1
7426,3149,2694,5838,-4,-2,0,1
7431,3144,2695,5841,-4,-2,0,1
7436,3137,2696,5845,-4,-2,0,1
7441,3132,2697,5845,-4,-1,0,1
7446,3126,2695,5851,-4,-1,0,1
7451,3119,2695,5857,-4,-2,0,1
7456,3111,2699,5861,-4,-2,0,1
7461,3105,2702,5866,-4,-2,0,1
7466,3102,2704,5866,-4,-3,0,1
7471,3100,2707,5863,-4,-3,0,1
7476,3098,2709,5865,-4,-3,0,1
7481,3100,2709,5871,-4,-3,0,1
7486,3107,2708,5873,-4,-2,0,1
7492,3110,2706,5872,-4,-2,0,1
7496,3113,2704,5873,-4,-1,0,1
7501,3118,2700,5868,-4,-1,0,1
7507,3121,2700,5867,-4,0,0,1
7511,3123,2702,5870,-4,0,0,1
7516,3127,2699,5871,-4,0,0,1
7522,3130,2693,5873,-4,0,0,1
7527,3136,2692,5875,-4,0,0,1
7532,3140,2691,5880,-4,-1,0,1
7537,3145,2690,5883,-4,-1,0,1
7541,3147,2692,5881,-4,-1,0,1
7547,3141,2693,5879,-4,-1,0,1
7552,3133,2696,5876,-4,-1,0,1
7557,3121,2697,5872,-4,0,0,1
7562,3114,2696,5872,-4,1,0,1
7567,3107,2696,5877,-4,1,0,1
7572,3103,2693,5879,-4,2,0,1
