millis,ax,ay,az,gx,gy,gz,label
398777,795,-8280,216,-1,-2,-2,0
398782,796,-8279,212,-1,-2,-2,1
398787,798,-8280,200,-1,-2,-2,1
398792,799,-8278,192,-1,-2,-2,1
398797,801,-8278,185,-1,-2,-2,1
398802,804,-8276,183,-1,-2,-2,1
398807,805,-8278,186,-1,-1,-2,1
398812,807,-8276,183,-1,-1,-2,1
398817,811,-8271,183,-1,-1,-2,1
398822,812,-8269,182,-1,-2,-2,1
398827,814,-8270,180,-1,-2,-2,1
398832,812,-8272,181,-1,-2,-2,1
398837,810,-8273,180,-1,-1,-2,1
398842,808,-8272,175,-1,-1,-2,1
398847,811,-8273,177,-1,-1,-2,1
398852,813,-8271,179,-1,-1,-2,1
398857,817,-8271,181,-1,-1,-2,1
398862,823,-8270,187,-1,-1,-2,1
398867,828,-8272,193,-1,-2,-2,1
398872,832,-8271,195,-1,-2,-2,1
398877,832,-8273,194,-1,-2,-2,1
398882,833,-8274,191,-1,-2,-2,1
398887,830,-8274,187,-1,-2,-2,1
398892,827,-8272,185,-1,-2,-2,1
398897,824,-8274,182,-1,-2,-2,1
398902,824,-8276,180,-1,-2,-2,1
398907,825,-8275,180,-1,-2,-2,1
398912,827,-8274,178,-1,-2,-2,1
398917,827,-8277,183,-1,-2,-2,1
398922,832,-8280,189,-1,-2,-2,1
398927,831,-8283,191,-1,-2,-2,1
398932,833,-8285,193,-1,-2,-2,1
398937,832,-8283,193,-1,-2,-2,1
398942,832,-8281,194,-1,-2,-2,1
398947,829,-8278,193,-1,-2,-2,1
398952,830,-8280,191,-1,-2,-2,1
398957,831,-8281,190,-1,-2,-2,1
398962,832,-8282,191,-1,-2,-2,1
398967,831,-8282,187,-1,-2,-2,1
398972,835,-8280,191,-1,-2,-2,1
398977,837,-8282,193,-1,-2,-2,1
398982,841,-8280,191,-1,-3,-2,1
398987,842,-8277,194,-1,-3,-2,1
398992,842,-8280,196,-1,-3,-2,1
398997,845,-8282,204,-1,-3,-2,1
399002,846,-8281,217,-1,-3,-2,1
399007,843,-8278,229,-1,-3,-2,1
399012,837,-8280,240,-1,-4,-2,1
399017,829,-8282,245,-1,-4,-2,1
399022,819,-8282,248,-1,-4,-2,1
399027,812,-8282,242,-1,-3,-2,1
399032,802,-8281,235,-1,-3,-2,1
399037,795,-8282,224,-1,-3,-2,1
399042,790,-8282,215,-1,-2,-2,1
399047,788,-8283,204,-1,-2,-2,1
399052,794,-8284,197,-1,-2,-2,1
399057,801,-8282,189,-1,-2,-2,1
399062,809,-8280,180,-1,-2,-2,1
399067,819,-8279,171,-1,-2,-2,1
399072,826,-8277,162,-1,-2,-2,1
399077,831,-8278,154,-1,-2,-2,1
399082,833,-8278,148,-1,-2,-2,1
399087,833,-8279,147,-1,-3,-2,1
399092,833,-8282,148,-1,-3,-2,1
399097,831,-8284,150,-1,-2,-2,1
399102,831,-8285,156,-1,-2,-2,1
399107,828,-8286,155,-1,-2,-2,1
399112,827,-8285,158,-1,-2,-2,1
399117,829,-8286,158,-1,-2,-2,1
399122,833,-8287,161,-1,-2,-2,1
399127,836,-8289,165,-1,-2,-2,1
399132,839,-8287,170,-1,-2,-2,1
399137,840,-8285,172,-1,-3,-2,1
399142,840,-8286,173,-1,-3,-2,1
399147,842,-8285,171,-1,-3,-2,1
399152,843,-8284,166,-1,-3,-2,1
399157,845,-8283,160,-1,-3,-2,1
399162,851,-8284,155,-1,-3,-2,1
399167,859,-8286,157,-1,-4,-2,1
399172,867,-8287,162,-1,-4,-2,1
399177,871,-8287,164,-1,-4,-2,1
399182,873,-8283,172,-1,-5,-2,1
399187,870,-8280,170,-1,-5,-2,1
399192,864,-8279,177,-1,-5,-2,1
399197,858,-8280,180,-1,-5,-2,1
399202,852,-8282,180,-1,-5,-2,1
399207,846,-8284,180,-1,-5,-2,1
399212,842,-8284,178,-1,-5,-2,1
399217,841,-8285,173,-1,-5,-2,1
399222,840,-8284,178,-1,-5,-2,1
399227,839,-8283,180,-1,-5,-2,1
399232,842,-8284,184,-1,-5,-2,1
399237,841,-8281,183,-1,-6,-2,1
399242,840,-8277,185,-1,-6,-2,1
399247,838,-8276,180,-1,-6,-2,1
399252,832,-8275,178,-1,-6,-2,1
399257,823,-8275,180,-1,-7,-2,1
399262,813,-8276,181,-1,-6,-2,1
399267,801,-8277,171,-1,-7,-2,1
399272,785,-8278,167,-1,-6,-2,1
399277,770,-8278,164,-1,-6,-2,1
399282,755,-8278,157,-1,-5,-2,1
399287,736,-8278,156,-1,-5,-2,1
399292,721,-8279,155,-1,-4,-2,1
399297,712,-8280,161,-1,-3,-2,1
399302,707,-8279,174,-1,-3,-2,1
399307,704,-8278,181,-1,-3,-2,1
399312,702,-8279,185,-1,-3,-2,1
399317,700,-8276,189,-1,-3,-2,1
399322,698,-8276,190,-1,-3,-2,1
399327,694,-8276,189,-1,-2,-2,1
399332,690,-8276,188,-1,-2,-2,1
399337,693,-8277,184,-1,-2,-2,1
399342,698,-8277,180,-1,-2,-2,1
399347,704,-8277,184,-1,-2,-2,1
399352,717,-8278,184,-1,-2,-2,1
399357,730,-8277,186,-1,-1,-2,1
399361,746,-8276,180,-1,-2,-2,1
399367,754,-8276,172,-1,-2,-2,1
399371,764,-8276,158,-1,-2,-2,1
399377,774,-8277,142,-1,-2,-2,1
399381,783,-8277,133,-1,-2,-2,1
399387,796,-8279,130,-1,-2,-2,1
399391,805,-8277,136,-1,-2,-2,1
399396,814,-8275,141,-1,-2,-2,1
399401,823,-8274,142,-1,-2,-2,1
399407,832,-8274,142,-1,-2,-2,1
399411,838,-8272,140,-1,-2,-2,1
399416,841,-8275,138,-1,-3,-2,1
399421,843,-8277,137,-1,-3,-2,1
399426,840,-8276,133,-1,-3,-2,1
399432,843,-8276,131,-1,-2,-2,1
399436,851,-8279,130,-1,-2,-2,1
399441,860,-8280,128,-1,-3,-2,1
399446,872,-8280,128,-1,-3,-2,1
399451,882,-8280,128,-1,-3,-2,1
399457,893,-8280,133,0,-3,-2,1
399461,904,-8279,140,0,-4,-2,1
399466,910,-8279,144,-1,-4,-2,1
399471,910,-8278,146,0,-4,-2,1
399476,908,-8280,152,0,-4,-2,1
399481,905,-8283,151,0,-4,-2,1
399486,904,-8282,152,0,-4,-2,1
399491,906,-8283,153,0,-4,-2,1
399496,908,-8281,157,0,-5,-2,1
399501,910,-8277,157,0,-5,-1,1
399506,911,-8275,158,0,-5,-2,1
399511,911,-8276,163,0,-5,-2,1
399516,909,-8274,167,0,-5,-1,1
399521,910,-8271,174,0,-5,-1,1
399526,910,-8272,177,0,-5,-1,1
399531,908,-8273,180,0,-6,-1,1
399536,907,-8276,182,0,-6,-1,1
399541,906,-8277,189,0,-6,-1,1
399546,905,-8279,190,0,-6,-1,1
399551,902,-8276,193,0,-6,-1,1
399556,897,-8276,199,0,-6,-1,1
399561,892,-8277,209,0,-7,-1,1
399566,879,-8280,222,0,-7,-1,1
399571,868,-8282,225,0,-7,-1,1
399576,857,-8281,224,0,-7,-1,1
399581,850,-8280,224,0,-7,-1,1
399586,841,-8280,219,0,-7,-1,1
399591,829,-8280,207,0,-7,-1,1
399596,822,-8278,204,0,-7,-1,1
399601,823,-8276,206,0,-7,-1,1
399606,825,-8277,212,0,-7,-1,1
399611,833,-8276,219,0,-8,-1,1
399616,841,-8275,237,0,-9,-1,1
399621,845,-8276,253,0,-10,-1,1
399626,845,-8277,269,0,-11,-1,1
399631,832,-8275,285,0,-12,-1,1
399636,815,-8276,305,0,-13,-1,1
399641,796,-8280,311,0,-13,-1,1
399646,769,-8281,310,0,-13,-1,1
399651,743,-8282,307,0,-13,-1,1
399656,717,-8281,305,0,-12,-1,1
399661,691,-8282,304,0,-11,-1,1
399666,671,-8282,299,0,-10,-2,1
399671,653,-8281,292,0,-9,-2,1
399676,641,-8284,292,-1,-8,-2,1
399681,625,-8286,277,-1,-7,-2,1
399686,615,-8289,276,-1,-6,-2,1
399691,609,-8290,265,-1,-5,-2,1
399696,609,-8290,251,-1,-4,-2,1
399701,620,-8292,250,-1,-3,-2,1
399706,633,-8293,242,-1,-3,-2,1
399711,650,-8289,251,-1,-3,-2,1
399716,664,-8285,253,-1,-3,-2,1
399721,675,-8285,253,-1,-3,-2,1
399726,687,-8284,263,-1,-4,-2,1
399731,698,-8283,264,-1,-4,-2,1
399736,706,-8283,267,-1,-4,-2,1
399741,714,-8282,271,-1,-4,-2,1
399746,716,-8281,276,-1,-3,-2,1
399751,721,-8284,292,-1,-3,-2,1
399756,729,-8286,294,-1,-3,-2,1
399761,740,-8288,302,-1,-3,-2,1
399766,748,-8285,301,-1,-3,-2,1
399771,754,-8284,299,-1,-3,-2,1
399776,763,-8285,296,-1,-3,-2,1
399781,768,-8282,288,-1,-3,-2,1
399786,775,-8284,280,-1,-3,-2,1
399791,779,-8282,271,-1,-3,-2,1
399796,779,-8281,263,-1,-3,-2,1
399801,783,-8280,260,-1,-3,-2,1
399806,788,-8280,262,-1,-3,-2,1
399811,799,-8280,263,-1,-3,-2,1
399816,813,-8278,262,-1,-3,-2,1
399821,824,-8275,264,-1,-3,-2,1
399826,836,-8276,270,-1,-3,-2,1
399831,844,-8276,273,-1,-3,-2,1
399836,850,-8276,283,-1,-3,-2,1
399841,853,-8276,283,-1,-3,-2,1
399846,857,-8279,291,-1,-3,-2,1
399851,863,-8278,303,-1,-3,-2,1
399856,863,-8278,306,-1,-3,-2,1
399861,866,-8279,313,-1,-3,-2,1
399866,864,-8279,308,-1,-3,-2,1
399871,864,-8281,308,-1,-3,-2,1
399876,860,-8281,305,-1,-3,-2,1
399881,855,-8279,299,-1,-3,-2,1
399886,850,-8279,295,-1,-3,-2,1
399891,846,-8279,285,-1,-3,-2,1
399896,842,-8280,279,-1,-3,-2,1
399901,835,-8283,274,-1,-3,-2,1
399906,825,-8281,272,-1,-3,-2,1
399911,814,-8282,268,-1,-3,-2,1
399916,800,-8284,265,-1,-3,-2,1
399921,791,-8286,264,-1,-3,-2,1
399926,784,-8287,268,-1,-3,-2,1
399931,780,-8287,266,-1,-3,-2,1
399936,775,-8285,266,-1,-3,-2,1
399941,775,-8285,262,-1,-3,-2,1
399946,773,-8284,261,-1,-3,-2,1
399951,765,-8285,262,-1,-3,-2,1
399956,758,-8283,260,-1,-3,-2,1
399961,754,-8283,256,-1,-3,-2,1
399966,750,-8285,255,-1,-3,-2,1
399971,745,-8288,260,-1,-3,-2,1
399976,742,-8287,255,-1,-3,-2,1
399981,737,-8284,250,-1,-3,-2,1
399986,730,-8287,241,-1,-3,-2,1
399991,718,-8289,234,-1,-3,-2,1
399996,708,-8291,228,-1,-3,-2,1
400001,698,-8289,224,-1,-3,-2,1
400006,690,-8290,226,-1,-3,-2,1
400011,688,-8291,232,-1,-3,-2,1
400016,689,-8293,235,-1,-2,-2,1
400021,694,-8289,235,-1,-2,-2,1
400026,695,-8288,235,-1,-2,-2,1
400031,695,-8285,235,-1,-2,-2,1
400036,696,-8282,231,-1,-2,-2,1
400041,698,-8284,225,-1,-2,-2,1
400046,699,-8285,225,-1,-2,-2,1
400051,700,-8286,218,-1,-2,-2,1
400056,710,-8286,214,-1,-2,-2,1
400061,720,-8288,211,-1,-2,-2,1
400066,733,-8287,209,-1,-2,-2,1
400071,748,-8286,215,-1,-2,-2,1
400076,761,-8283,221,-1,-2,-2,1
400081,768,-8281,228,-1,-2,-2,1
400086,774,-8279,234,-1,-2,-2,1
400091,781,-8278,245,-1,-2,-2,1
400096,788,-8281,255,-1,-2,-2,1
400101,791,-8283,257,-1,-2,-2,1
400106,796,-8283,258,-1,-2,-2,1
400111,800,-8283,258,-1,-2,-2,1
400116,802,-8283,256,-1,-2,-2,1
400121,807,-8282,249,-1,-2,-2,1
400126,812,-8282,247,-1,-1,-2,1
400131,820,-8283,245,-1,-2,-2,1
400136,830,-8281,241,-1,-2,-2,1
400141,837,-8279,242,-1,-2,-2,1
400146,839,-8278,237,-1,-2,-2,1
400151,842,-8279,235,-1,-2,-2,1
400156,847,-8282,233,-1,-2,-2,1
400161,848,-8281,228,-1,-2,-2,1
400166,844,-8280,221,-1,-2,-2,1
400171,839,-8280,221,-1,-2,-2,1
400176,838,-8279,226,-1,-2,-2,1
400181,837,-8276,232,-1,-2,-2,1
400186,836,-8276,241,-1,-2,-2,1
400191,837,-8275,247,-1,-2,-2,1
400196,838,-8277,252,-1,-2,-2,1
400201,836,-8277,251,-1,-2,-2,1
400206,832,-8279,252,-1,-2,-2,1
400211,822,-8282,251,-1,-3,-2,1
400216,811,-8278,251,-1,-3,-2,1
400221,800,-8279,254,-1,-3,-2,1
400226,791,-8279,255,-1,-3,-2,1
400231,783,-8280,252,-1,-3,-2,1
400236,779,-8283,255,-1,-2,-2,1
400241,775,-8286,256,-1,-3,-2,1
400246,771,-8286,258,-1,-3,-2,1
400251,767,-8285,263,-1,-3,-2,1
400256,763,-8285,264,-1,-3,-2,1
400261,758,-8286,265,-1,-3,-2,1
400266,752,-8285,268,-1,-4,-2,1
400271,744,-8283,276,-1,-4,-2,1
400276,734,-8282,282,-1,-4,-2,1
400281,727,-8282,284,-1,-4,-2,1
400286,722,-8280,287,-1,-4,-2,1
400291,716,-8280,289,-1,-4,-2,1
400296,709,-8279,289,-1,-4,-2,1
400301,703,-8278,287,-1,-3,-2,1
400306,702,-8280,288,-1,-3,-2,1
400311,703,-8283,279,-1,-2,-2,1
400316,702,-8283,274,-1,-2,-2,1
400321,704,-8285,273,-1,-2,-2,1
400326,711,-8285,279,-1,-2,-2,1
400331,723,-8284,281,-1,-2,-2,1
400336,740,-8285,290,-1,-2,-2,1
400341,755,-8285,293,-1,-2,-2,1
400346,768,-8283,291,-1,-2,-2,1
400351,779,-8280,297,-1,-2,-2,1
400356,785,-8278,302,-1,-2,-2,1
400361,782,-8274,304,-1,-2,-2,1
400366,778,-8274,303,-1,-2,-2,1
400371,778,-8273,303,-1,-1,-2,1
400376,782,-8272,302,-1,-1,-2,1
400381,789,-8272,299,-2,-1,-2,1
400386,799,-8271,297,-2,-1,-2,1
400391,808,-8273,295,-2,-1,-2,1
400396,815,-8276,288,-2,-1,-2,1
400401,821,-8274,282,-2,-1,-2,1
400406,825,-8275,275,-2,-1,-2,1
400411,823,-8273,273,-2,-2,-2,1
400416,822,-8275,266,-2,-1,-2,1
400421,820,-8274,257,-2,-2,-2,1
400425,816,-8275,250,-2,-2,-2,1
400431,823,-8274,254,-2,-1,-2,1
400436,828,-8273,256,-2,-2,-2,1
400441,828,-8273,258,-2,-2,-2,1
400445,828,-8271,251,-2,-2,-2,1
400450,826,-8270,240,-1,-2,-2,1
400456,822,-8269,237,-1,-3,-2,1
400460,817,-8268,234,-1,-3,-2,1
400465,809,-8270,229,-1,-3,-2,1
400470,800,-8271,225,-1,-3,-2,1
400475,791,-8272,217,-1,-3,-2,1
400481,788,-8273,210,-1,-3,-2,1
400486,782,-8273,206,-1,-3,-2,1
400491,776,-8277,197,-1,-3,-2,1
400496,771,-8281,188,-1,-3,-2,1
400501,769,-8280,181,-1,-3,-2,1
