millis,ax,ay,az,gx,gy,gz,label
284345,369,-8305,-92,-1,-2,-2,0
284350,368,-8305,-82,-1,-2,-2,1
284355,369,-8306,-76,-1,-2,-2,1
284360,372,-8302,-72,-1,-2,-2,1
284365,375,-8301,-74,-1,-2,-2,1
284369,379,-8297,-74,-1,-2,-2,1
284374,384,-8295,-71,-1,-1,-2,1
284379,386,-8295,-67,-1,-1,-2,1
284384,386,-8294,-63,-1,-1,-2,1
284390,388,-8294,-58,-1,-1,-2,1
284394,388,-8297,-55,-1,0,-2,1
284400,387,-8296,-49,-1,0,-2,1
284405,389,-8296,-45,-1,0,-2,1
284410,387,-8295,-38,-1,0,-2,1
284414,383,-8294,-33,-1,0,-2,1
284420,381,-8292,-21,-1,0,-2,1
284424,380,-8292,-12,-1,0,-2,1
284429,377,-8296,-6,-1,-1,-2,1
284434,374,-8296,-2,-1,-1,-2,1
284439,374,-8295,2,-1,-1,-2,1
284445,377,-8296,0,-1,-2,-2,1
284450,380,-8296,-1,-1,-2,-2,1
284454,382,-8296,-6,-1,-2,-2,1
284460,383,-8296,-13,-1,-2,-2,1
284464,388,-8296,-16,-1,-1,-2,1
284469,393,-8298,-16,-1,-1,-2,1
284474,399,-8298,-16,-1,-1,-2,1
284479,402,-8297,-22,-1,-1,-2,1
284484,405,-8296,-24,-1,-1,-2,1
284489,406,-8297,-25,-1,-1,-2,1
284494,405,-8297,-26,-1,-1,-2,1
284499,401,-8299,-23,-1,-1,-2,1
284504,394,-8302,-26,-1,-1,-2,1
284509,391,-8301,-28,-1,-1,-2,1
284514,389,-8300,-31,-1,-1,-2,1
284519,389,-8300,-36,-1,-1,-2,1
284524,389,-8300,-45,-1,-2,-2,1
284529,389,-8297,-48,-1,-2,-2,1
284534,388,-8296,-52,-1,-2,-2,1
284539,388,-8295,-55,-1,-2,-2,1
284544,389,-8297,-58,-1,-2,-2,1
284549,392,-8298,-60,-1,-2,-2,1
284554,393,-8300,-64,-1,-2,-2,1
284559,395,-8300,-71,-1,-2,-2,1
284564,398,-8297,-79,-1,-2,-2,1
284569,403,-8299,-82,-1,-2,-2,1
284574,410,-8299,-80,-1,-2,-2,1
284579,415,-8300,-85,-1,-2,-2,1
284584,418,-8297,-88,-1,-2,-2,1
284589,423,-8296,-85,-1,-1,-2,1
284594,431,-8296,-84,-1,-1,-2,1
284599,436,-8297,-81,-1,-1,-2,1
284604,444,-8294,-81,-1,-1,-2,1
284609,451,-8294,-84,-1,-1,-2,1
284614,455,-8293,-82,-1,-1,-2,1
284619,454,-8294,-81,-1,-1,-2,1
284624,454,-8291,-83,-1,-1,-2,1
284629,457,-8291,-75,-1,-1,-2,1
284634,459,-8291,-69,-1,-1,-2,1
284639,459,-8291,-60,-1,-1,-2,1
284644,458,-8291,-54,-1,-1,-2,1
284649,456,-8292,-46,-1,-1,-2,1
284654,452,-8291,-44,-1,-1,-2,1
284659,447,-8293,-40,-1,-1,-2,1
284664,443,-8293,-33,-1,-1,-2,1
284669,440,-8292,-26,-1,-1,-2,1
284674,440,-8292,-19,-1,-1,-2,1
284679,444,-8295,-10,-1,-1,-2,1
284684,449,-8295,-2,-1,-1,-2,1
284689,456,-8296,-1,-1,-1,-2,1
284694,459,-8297,-4,-1,-1,-2,1
284699,458,-8296,-7,-1,-1,-2,1
284704,457,-8298,-6,-1,-1,-2,1
284709,463,-8296,-8,-1,-1,-2,1
284714,470,-8292,-6,-1,-1,-2,1
284719,477,-8290,-3,-1,-1,-2,1
284724,486,-8293,0,-1,-1,-2,1
284729,490,-8296,4,-1,-1,-2,1
284734,495,-8299,9,-1,-1,-2,1
284739,494,-8300,13,-1,-1,-2,1
284744,495,-8297,17,-1,-1,-2,1
284749,492,-8297,26,-1,-1,-2,1
284754,489,-8300,34,-1,-1,-2,1
284759,484,-8299,46,-1,-1,-2,1
284764,478,-8299,54,-1,-1,-2,1
284769,474,-8302,67,-1,-1,-2,1
284774,469,-8302,78,-1,-1,-2,1
284779,459,-8300,87,-1,-2,-2,1
284784,455,-8301,95,-1,-2,-2,1
284789,451,-8301,98,-1,-2,-2,1
284794,455,-8298,98,-1,-2,-2,1
284799,454,-8300,104,-1,-3,-2,1
284804,459,-8300,106,-1,-3,-2,1
284809,473,-8298,106,-1,-2,-2,1
284814,481,-8297,91,-1,-2,-2,1
284819,487,-8295,77,-1,-2,-2,1
284824,496,-8296,56,-1,-2,-2,1
284829,504,-8293,37,-1,-2,-2,1
284834,512,-8291,27,-1,-2,-2,1
284839,517,-8290,18,-1,-2,-2,1
284844,521,-8291,11,-1,-2,-2,1
284849,518,-8294,8,-1,-2,-2,1
284854,513,-8293,1,-1,-2,-2,1
284859,503,-8296,6,-1,-2,-2,1
284864,490,-8296,3,-1,-2,-2,1
284869,480,-8298,5,-1,-2,-2,1
284874,472,-8300,10,-1,-3,-2,1
284879,467,-8298,14,-1,-3,-2,1
284884,466,-8299,20,-1,-3,-2,1
284889,466,-8299,23,-1,-3,-2,1
284894,465,-8299,26,-1,-3,-2,1
284899,468,-8299,24,-1,-3,-1,1
284904,471,-8301,16,-1,-3,-2,1
284909,474,-8300,13,-1,-3,-1,1
284914,475,-8300,4,-1,-2,-1,1
284919,482,-8298,-3,-1,-2,-1,1
284924,489,-8300,-5,-1,-2,-1,1
284929,493,-8301,-4,-1,-2,-1,1
284934,493,-8300,-1,-1,-2,-1,1
284939,489,-8300,1,-1,-2,-1,1
284944,486,-8302,3,-1,-2,-1,1
284949,478,-8303,3,-1,-2,-1,1
284954,472,-8304,7,-1,-2,-1,1
284959,468,-8306,11,-1,-2,-1,1
284964,461,-8307,17,-1,-2,-1,1
284969,446,-8304,31,-1,-2,-1,1
284974,427,-8303,37,-1,-2,-1,1
284979,426,-8303,37,-2,-1,-1,1
284984,433,-8302,39,-2,-2,-1,1
284989,443,-8298,48,-2,-2,-1,1
284994,453,-8294,62,-2,-2,-1,1
284999,461,-8294,60,-1,-2,-1,1
285004,465,-8296,55,-1,-2,-1,1
285009,464,-8297,50,-1,-2,-1,1
285014,460,-8298,27,-1,-2,-1,1
285019,466,-8299,8,-2,-1,-1,1
285024,468,-8298,2,-2,-2,-1,1
285029,463,-8296,12,-2,-1,-1,1
285034,463,-8295,28,-2,-1,-1,1
285039,456,-8294,32,-1,-1,-1,1
285044,451,-8294,28,-1,-1,-1,1
285049,437,-8293,20,-1,-1,-1,1
285054,426,-8295,6,-2,-2,-1,1
285059,421,-8296,-9,-2,-2,-1,1
285064,412,-8294,-13,-2,-2,-1,1
285069,411,-8294,-7,-2,-2,-1,1
285074,403,-8293,10,-2,-2,-1,1
285079,397,-8297,23,-2,-3,-2,1
285084,389,-8297,23,-1,-3,-2,1
285089,380,-8298,10,-1,-3,-2,1
285094,380,-8296,-7,-1,-4,-1,1
285099,385,-8298,-24,-1,-4,-1,1
285104,389,-8297,-39,-2,-4,-2,1
285109,395,-8296,-42,-2,-4,-2,1
285114,397,-8295,-39,-2,-3,-2,1
285119,399,-8292,-37,-2,-3,-2,1
285124,402,-8293,-43,-1,-3,-2,1
285129,408,-8295,-57,-1,-3,-2,1
285134,418,-8296,-72,-1,-3,-1,1
285139,435,-8296,-91,-1,-3,-2,1
285144,454,-8297,-107,-1,-3,-1,1
285149,466,-8296,-117,-1,-2,-2,1
285154,477,-8294,-122,-1,-2,-1,1
285159,480,-8296,-110,-1,-2,-2,1
285164,476,-8296,-102,-1,-2,-1,1
285169,467,-8295,-91,-1,-2,-1,1
285174,458,-8294,-85,-1,-2,-1,1
285179,452,-8294,-87,-1,-2,-1,1
285184,445,-8295,-83,-1,-2,-1,1
285189,442,-8298,-78,-1,-2,-1,1
285194,434,-8299,-66,-1,-2,-1,1
