millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
3,184,214,157,291,217,-1.69,-8.12,7.14,0
103,182,219,156,291,217,-1.29,-8.32,7.18,1
203,178,218,157,289,216,-1.02,-8.28,7.34,1
303,180,216,156,287,207,-0.94,-8.32,7.06,1
403,178,217,156,286,214,-0.71,-8.75,6.9,1
503,177,214,155,287,212,-0.86,-8.98,6.43,1
603,177,215,156,285,210,-1.26,-8.94,5.3,1
703,179,214,155,284,212,-2.43,-9.14,4.75,1
803,181,215,156,284,211,-3.33,-9.1,4.0,1
903,184,214,155,283,211,-4.55,-8.94,3.73,1
1003,179,214,152,281,211,-5.22,-8.75,2.82,1
1103,179,213,154,281,211,-6.08,-8.12,2.28,1
1203,175,208,151,270,197,-6.94,-7.61,1.84,1
1303,169,200,154,278,208,-7.34,-6.83,0.47,1
1403,172,205,148,265,198,-8.28,-5.96,-0.63,1
1503,172,205,147,254,187,-8.47,-5.37,-2.16,1
1603,173,210,152,270,202,-7.49,-4.71,-3.37,1
1703,172,207,152,268,200,-7.88,-4.04,-4.2,1
1803,174,212,155,277,204,-7.65,-3.3,-5.02,1
1903,176,210,156,273,202,-7.37,-3.14,-5.18,1
2003,155,187,135,237,177,-7.26,-2.75,-5.57,1
2103,174,208,159,277,205,-7.18,-2.82,-5.02,1
2203,170,205,149,255,182,-7.65,-2.47,-5.41,1
2304,158,192,138,249,182,-7.53,-2.51,-5.57,1
2403,163,196,144,254,188,-8.04,-2.86,-5.45,1
2503,173,206,148,266,201,-7.73,-3.3,-4.55,1
2604,169,205,149,263,197,-8.24,-4.16,-3.33,1
2703,177,217,158,277,207,-7.92,-5.14,-1.57,1
2803,177,213,155,275,204,-7.77,-6.24,-0.04,1
3003,171,207,152,269,200,-6.86,-7.14,1.45,1
3103,178,213,156,279,205,-6.71,-7.61,1.96,1
3203,177,213,154,277,206,-5.92,-8.0,2.86,1
3303,175,206,152,274,204,-5.84,-8.08,3.45,1
3403,177,213,153,278,205,-5.41,-8.28,3.65,1
3503,176,214,155,277,207,-4.71,-8.24,3.92,1
3603,175,212,154,277,206,-4.59,-8.59,4.67,1
3703,176,214,153,278,208,-4.47,-8.87,5.02,1
3803,173,211,152,274,204,-3.96,-8.75,4.9,1
3903,166,202,145,265,197,-3.06,-9.06,5.33,1
4003,167,203,145,265,198,-2.67,-9.06,5.33,1
4103,175,214,153,278,208,-2.2,-8.94,5.22,1
4203,173,210,148,273,203,-2.16,-8.9,5.3,1
4303,166,201,143,262,195,-2.51,-8.94,4.9,1
4403,174,210,150,275,206,-3.73,-8.9,4.59,1
4503,171,208,148,271,203,-4.47,-8.63,4.39,1
4603,170,206,145,269,201,-5.26,-8.43,4.04,1
4703,176,204,151,278,207,-6.04,-7.92,2.86,1
4803,172,196,147,273,203,-6.39,-7.57,2.55,1
4903,173,209,148,274,203,-7.45,-7.53,2.35,1
5003,160,193,137,252,188,-7.81,-6.86,1.26,1
5103,172,207,146,272,202,-8.04,-6.75,0.67,1
5203,170,206,145,270,201,-7.92,-6.28,-0.16,1
5303,174,198,148,277,207,-8.2,-6.12,-0.55,1
5403,178,216,151,270,209,-7.81,-5.84,-0.63,1
5504,177,213,149,279,207,-8.24,-5.53,-1.02,1
5603,176,195,149,278,204,-8.32,-5.26,-1.49,1
5703,173,210,145,273,203,-8.83,-4.79,-1.41,1
5804,170,207,146,269,201,-8.43,-4.67,-1.61,1
5903,172,208,145,270,201,-8.71,-4.71,-1.37,1
6003,172,208,147,271,202,-8.71,-4.79,-1.45,1
6203,177,210,151,278,205,-9.22,-5.22,-1.33,1
6303,175,212,150,276,206,-8.55,-5.57,-1.41,1
6403,175,213,147,276,206,-7.57,-6.28,0.47,1
6503,176,213,151,278,207,-6.71,-7.22,2.04,1
6603,166,202,143,263,196,-5.53,-8.0,3.02,1
6703,171,214,153,278,203,-4.75,-8.51,3.96,1
6803,174,212,148,274,203,-3.8,-8.43,4.04,1
6903,165,201,137,267,196,-4.63,-8.75,4.35,1
7003,168,208,147,270,200,-3.49,-9.02,4.71,1
7103,168,212,149,269,201,-2.59,-9.06,5.1,1
7203,174,212,148,271,206,-2.51,-9.02,5.49,1
7303,173,210,149,272,205,-2.67,-9.26,5.26,1
7403,162,196,139,259,191,-2.31,-9.22,5.33,1
7503,166,198,141,260,189,-3.06,-9.45,5.1,1
7603,177,219,154,282,210,-3.77,-9.34,4.51,1
7703,175,218,148,282,210,-3.84,-9.49,3.33,1
7803,167,209,145,256,191,-3.14,-9.57,2.28,1
7903,173,216,153,281,208,-3.1,-9.77,2.24,1
8003,171,209,146,269,193,-3.3,-9.89,2.16,1
8103,165,198,142,259,194,-3.53,-9.85,1.69,1
8203,178,215,153,279,210,-3.06,-10.0,0.86,1
8303,179,217,155,282,209,-3.06,-10.2,0.24,1
8403,180,217,154,282,209,-2.2,-10.28,-0.43,1
8503,179,213,153,283,207,-2.82,-10.43,-0.39,1
8603,179,216,153,279,191,-2.67,-10.16,-0.31,1
8704,179,214,153,278,191,-2.0,-10.12,-0.51,1
8803,180,209,152,276,201,-1.22,-10.24,-1.57,1
8903,182,209,152,275,198,-0.71,-10.2,-2.08,1
9004,179,207,152,276,199,-0.43,-10.47,-2.47,1
9103,182,209,145,274,198,-0.75,-10.08,-2.24,1
9203,181,208,153,274,197,-0.86,-10.04,-2.04,1
9403,179,210,153,275,198,-1.61,-10.4,-0.9,1
9503,180,204,153,275,198,-1.53,-10.24,-1.06,1
9603,179,208,153,273,198,-1.61,-10.32,-1.57,1
9703,181,207,153,275,198,-1.65,-10.24,-1.29,1
9803,176,207,157,273,198,-1.77,-10.04,-0.98,1
9903,183,212,150,275,196,-1.57,-10.28,-1.33,1
10003,180,206,154,276,199,-1.69,-10.32,-1.84,1
10103,176,210,155,276,198,-1.41,-10.36,-1.61,1
10203,181,206,153,274,198,-1.53,-10.0,-1.26,1
10303,180,212,155,270,198,-1.77,-10.24,-1.37,1
10403,180,210,156,274,198,-1.26,-10.2,-1.29,1
10503,179,204,152,273,200,-1.33,-10.32,-1.41,1
10603,183,208,154,276,197,-1.61,-10.4,-1.77,1
10703,181,211,154,274,198,-1.26,-10.08,-1.61,1
10803,183,209,155,273,198,-1.33,-10.04,-1.69,1
10903,182,210,154,273,196,-1.41,-10.24,-1.88,1
11003,181,210,153,276,197,-0.98,-9.96,-2.08,1
11103,177,210,156,273,198,-0.39,-9.96,-2.2,1
11203,182,211,157,273,198,-0.59,-10.2,-2.28,1
11303,181,209,154,273,199,-0.35,-10.0,-2.2,1
11403,183,209,155,274,199,-0.35,-10.08,-2.31,1
11503,183,207,154,273,196,-0.59,-10.08,-2.24,1
11603,180,207,153,274,197,-0.51,-10.12,-2.39,1
11703,182,208,156,274,198,-0.47,-10.16,-2.28,1
11803,183,209,153,273,197,-0.43,-10.2,-2.35,1
11904,180,209,154,271,199,-0.55,-10.08,-2.28,1
12003,182,208,153,272,198,-0.47,-10.04,-2.16,1
12103,184,206,154,275,199,-0.67,-10.16,-2.35,1
12204,182,207,153,273,196,-0.55,-10.04,-2.55,1
12303,185,207,156,273,196,-0.59,-10.0,-2.47,1
12403,182,205,153,273,197,-0.63,-10.08,-2.51,1
12603,182,208,153,273,198,-0.31,-9.85,-2.28,1
12703,180,208,152,270,197,-0.94,-10.2,-2.79,1
12803,182,207,152,272,198,-0.43,-9.92,-2.51,1
12903,181,208,152,272,195,-0.78,-10.04,-2.51,1
13003,182,208,152,273,197,-0.82,-10.08,-2.12,1
13103,182,207,153,272,197,-0.9,-10.0,-2.24,1
13203,182,208,152,273,198,-0.98,-10.04,-2.28,1
13303,181,208,152,273,197,-1.14,-10.08,-2.12,1
13403,182,208,152,273,196,-0.94,-10.16,-2.0,1
13503,181,208,152,273,198,-0.94,-10.0,-2.28,1
13603,182,208,151,260,197,-0.98,-9.96,-2.31,1
13703,182,208,152,273,198,-0.98,-9.92,-2.2,1
13803,181,209,151,273,197,-1.22,-10.16,-2.04,1
13903,182,209,151,273,197,-1.37,-9.89,-2.12,1
14003,181,208,151,273,198,-1.45,-9.89,-2.2,1
14103,169,208,150,272,198,-1.45,-10.0,-2.24,1
14203,180,209,149,273,198,-1.33,-9.85,-2.12,1
14303,181,208,151,273,198,-1.41,-10.12,-2.0,1
14403,181,208,150,273,198,-1.41,-9.89,-2.24,1
14503,181,191,150,273,197,-1.45,-10.0,-2.08,1
14603,181,208,135,273,198,-1.49,-9.92,-2.04,1
14703,181,208,150,251,198,-1.61,-10.0,-2.08,1
14803,184,209,150,273,198,-1.92,-9.89,-2.24,1
14903,182,209,151,273,198,-2.0,-9.81,-2.35,1
15003,181,195,149,273,198,-2.2,-9.73,-2.43,1
15104,181,208,150,273,198,-2.04,-9.77,-2.51,1
15203,181,208,150,271,198,-2.0,-9.89,-2.16,1
15303,181,208,151,273,198,-2.28,-9.89,-1.96,1
15404,184,208,152,274,193,-2.04,-9.85,-2.04,1
15503,181,208,151,272,197,-2.0,-9.57,-2.63,1
15603,180,208,150,273,198,-1.92,-9.69,-3.06,1
15803,181,207,153,273,198,-2.08,-9.73,-2.39,1
15903,181,209,151,273,198,-2.2,-9.77,-2.2,1
16003,181,208,150,274,199,-2.51,-9.73,-2.31,1
16103,181,208,150,273,197,-2.47,-9.73,-2.31,1
16203,180,212,152,273,199,-2.16,-9.61,-2.55,1
16303,182,207,150,274,199,-2.24,-9.69,-2.47,1
16403,182,208,151,272,198,-2.55,-9.77,-2.28,1
16503,182,209,152,271,197,-2.63,-9.61,-2.28,1
16603,180,210,151,272,199,-2.55,-9.41,-2.63,1
16703,177,211,152,274,199,-2.51,-9.69,-2.47,1
16803,182,209,153,274,200,-2.47,-9.49,-2.55,1
16903,177,209,154,275,198,-2.51,-9.34,-2.98,1
17003,177,210,153,273,200,-2.67,-8.87,-2.79,1
17103,177,211,152,274,199,-2.98,-8.79,-3.57,1
17203,171,209,151,276,198,-3.06,-8.63,-3.73,1
17303,164,210,153,272,197,-3.57,-8.43,-4.35,1
17403,158,195,141,255,191,-3.69,-7.88,-4.39,1
17503,163,195,142,256,186,-4.2,-7.34,-4.98,1
17603,173,210,151,272,198,-5.33,-6.39,-5.61,1
17703,173,209,152,273,199,-5.45,-5.92,-5.22,1
17803,173,208,151,271,197,-5.88,-5.45,-4.79,1
17903,169,206,144,265,187,-6.79,-5.14,-4.47,1
18003,167,201,146,255,186,-7.34,-4.86,-4.59,1
18103,165,196,147,268,195,-7.1,-4.71,-4.9,1
18203,166,204,148,267,190,-7.3,-4.39,-5.18,1
18304,150,182,134,240,175,-7.18,-3.84,-4.67,1
18403,166,201,147,264,191,-7.37,-3.96,-3.84,1
18503,161,194,142,256,185,-7.34,-4.28,-4.12,1
18604,149,181,132,237,174,-7.77,-3.65,-4.79,1
18703,153,185,135,242,174,-7.45,-3.77,-4.71,1
18803,160,196,140,252,175,-7.53,-3.96,-4.12,1
19003,170,206,152,272,198,-7.37,-3.96,-4.04,1
19103,172,210,153,275,200,-7.53,-4.0,-3.96,1
19203,163,195,137,257,184,-7.49,-3.77,-4.12,1
19303,168,206,149,266,196,-7.41,-3.84,-3.8,1
19403,164,199,144,262,191,-7.49,-4.35,-3.57,1
19503,167,204,148,266,191,-7.73,-2.98,-4.47,1
19603,164,203,151,265,193,-7.65,-1.73,-4.55,1
19703,167,205,152,266,196,-7.53,-0.51,-4.28,1
19803,167,210,154,274,199,-7.49,0.31,-4.79,1
19903,172,209,153,270,197,-7.41,1.22,-5.06,1
20003,168,210,157,273,199,-7.18,2.12,-4.82,1
20103,173,213,155,273,199,-6.98,3.3,-4.55,1
20203,173,210,158,272,198,-6.28,4.79,-4.08,1
20303,168,206,153,268,195,-6.83,5.49,-4.39,1
20403,168,204,153,266,194,-6.28,5.92,-4.24,1
20503,170,204,153,266,195,-6.67,6.16,-3.96,1
20603,172,207,156,272,197,-4.94,5.65,-4.98,1
20703,175,212,153,264,187,-5.26,5.69,-5.14,1
20803,178,216,157,277,200,-4.59,6.28,-4.9,1
20903,181,216,155,278,205,-4.75,6.98,-5.33,1
21003,179,217,157,278,204,-4.51,7.14,-4.86,1
21103,178,216,158,278,201,-4.35,6.71,-4.35,1
21203,178,215,157,277,204,-3.73,7.14,-4.82,1
21303,180,217,157,278,205,-3.57,7.65,-4.82,1
21403,177,216,155,278,203,-3.61,7.73,-5.06,1
21504,179,215,157,278,201,-3.3,7.57,-4.24,1
21603,179,213,155,277,202,-3.06,7.14,-4.04,1
21703,179,218,157,279,202,-2.94,8.04,-4.16,1
21804,179,216,155,276,202,-3.37,8.16,-4.39,1
21903,179,217,156,277,204,-2.59,8.28,-4.0,1
22003,178,216,153,278,203,-2.67,7.77,-4.08,1
22203,182,215,155,276,203,-2.86,8.32,-4.12,1
22303,180,217,153,277,203,-3.1,8.24,-3.84,1
22403,177,216,154,278,203,-2.67,8.12,-3.92,1
