millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
59503,125,211,157,289,227,-9.89,-2.04,-2.24,0
59603,137,215,158,290,205,-10,-1.92,-2.16,0
59703,196,223,171,315,244,-9.89,-2.43,-1.96,0
59803,232,279,236,381,274,-9.22,-2.43,-1.92,8
59904,267,346,291,446,332,-9.38,-2.79,-0.98,8
60003,295,385,316,466,357,-9.65,-3.02,-1.77,8
60103,299,393,322,480,379,-9.45,-3.92,-1.88,8
60204,302,389,322,476,362,-8.67,-3.96,-2,8
60303,299,385,319,469,379,-7.88,-4.04,-2,8
60403,301,382,317,465,378,-8.63,-4.63,-2.04,8
60603,237,377,313,459,379,-8.75,-5.53,-2.47,8
60703,208,376,311,459,373,-7.85,-4.9,-2.08,8
60803,210,341,287,432,353,-7.34,-5.22,-1.92,8
60903,242,283,238,374,293,-7.49,-4.79,-1.77,8
61003,224,228,177,319,256,-7.96,-4.63,-1.41,0
61103,203,210,155,288,224,-8.16,-4.39,-2.08,0
61203,206,209,154,285,226,-8.59,-4.12,-2.24,0
61303,241,205,153,276,214,-9.22,-3.26,-2.04,0
61403,236,203,152,278,208,-9.77,-2.59,-1.88,0
61503,269,203,152,276,208,-10,-2.31,-1.92,0
61603,292,203,153,272,205,-9.61,-2.24,-1.77,0
61703,284,202,151,273,200,-9.41,-2.12,-1.92,0
61803,288,203,153,276,199,-9.38,-2,-1.88,0
61903,283,203,151,277,210,-8.71,-2.12,-2.04,0
62003,284,224,165,302,231,-9.3,-2.28,-1.92,0
62103,313,304,265,407,297,-9.14,-2.24,-1.73,8
62203,344,372,316,463,335,-8.9,-2.63,-2.47,8
62303,357,393,328,480,369,-9.34,-2.9,-2.12,8
62403,348,390,331,482,385,-9.38,-2.63,-2.12,8
62503,323,390,330,475,374,-9.06,-2.9,-2.04,8
62603,336,386,326,470,378,-9.34,-3.49,-2.28,8
62703,322,383,321,466,382,-8.51,-3.49,-2.39,8
62803,327,378,322,464,372,-8.32,-3.96,-2.28,8
62903,334,377,322,463,387,-7.26,-5.02,-2.35,8
