millis,Ngon_1,Ngon_2,Ngon_3,Ngon_4,Ngon_5,X,Y,Z,mlabel
3,240,182,198,138,177,-0.04,-10.79,2.39,0
103,240,182,198,139,176,-0.2,-10.83,2.43,0
203,242,182,197,138,176,0.2,-10.4,1.53,0
303,242,181,197,138,174,-0.12,-10.67,1.88,0
403,242,181,197,139,175,-0.59,-10.59,2.51,0
503,241,181,197,138,175,-0.35,-10.47,2.24,0
603,239,181,197,139,175,-0.08,-10.55,2.24,0
703,239,182,197,139,174,-0.67,-10.71,2.47,0
803,265,181,197,138,174,0.04,-10.55,2.08,0
903,290,182,196,138,183,0.43,-10.75,1.65,3
1003,318,181,197,137,199,0.27,-10.83,1.29,3
1103,352,180,196,138,205,0.04,-10.63,1.33,3
1203,354,182,198,137,211,-0.2,-10.63,1.65,3
1303,352,182,196,127,199,-0.08,-10.67,1.77,3
1403,348,183,196,137,192,-0.12,-10.75,1.92,3
1503,346,181,199,138,187,-0.31,-10.67,2.08,3
1603,314,182,196,138,201,-0.08,-10.75,1.88,3
1703,265,182,197,138,191,-0.08,-10.63,1.18,0
1803,236,182,197,138,180,0.08,-10.75,1.57,0
1903,227,182,197,137,213,1.18,-9.89,0.51,0
2003,229,181,196,138,207,0.12,-10.79,1.49,0
2103,239,181,197,138,188,0.27,-10.79,1.61,0
2203,244,181,198,137,190,-0.08,-10.71,1.73,0
2304,241,182,195,137,188,0.12,-10.71,1.84,0
2403,236,180,194,138,195,-0.2,-10.63,2.67,0
2503,234,179,196,138,207,-0.55,-10.63,2.9,0
2604,234,181,197,138,198,-0.67,-10.63,2.71,0
2703,233,180,196,137,186,-0.2,-10.59,2.63,0
2803,235,183,198,136,183,0,-10.51,2.55,0
3003,243,181,196,138,173,0.12,-10.67,1.8,0
3103,267,181,196,139,174,0.82,-10.63,1.29,0
3203,281,182,199,137,173,0.55,-10.71,0.94,3
3303,288,182,198,137,173,0.35,-10.71,0.75,3
3403,298,181,197,138,172,0.71,-10.59,0.59,3
3503,309,182,196,138,173,0.94,-10.59,0.9,3
3603,328,181,197,138,178,0.55,-10.67,0.94,3
3703,342,183,197,137,182,0.39,-10.67,1.02,3
3803,343,182,197,138,183,0,-10.79,1.37,3
3903,337,182,196,138,180,0.04,-10.79,1.69,3
4003,313,182,197,137,182,0.08,-10.71,1.29,3
4103,276,182,196,138,176,0.24,-10.63,1.06,3
4203,255,182,196,138,173,0.59,-10.67,0.98,0
4303,243,181,195,138,196,0.2,-10.59,0.82,0
4403,242,181,195,138,193,0.08,-10.9,1.33,0
4503,240,181,196,139,193,1.18,-10.51,1.53,0
4603,238,181,196,137,192,0.2,-10.75,1.41,0
4703,237,181,195,137,192,-0.43,-10.87,1.73,0
4803,235,181,195,138,184,-0.43,-10.71,1.77,0
4903,238,180,195,138,186,0.04,-10.55,1.53,0
5003,246,181,194,138,184,-0.08,-10.75,1.45,0
5103,248,181,196,137,188,0.71,-10.59,1.41,0
5203,263,181,197,137,192,0.71,-10.63,0.59,0
5303,275,180,196,138,177,0.59,-10.79,0.47,0
5403,283,180,196,137,188,0.59,-10.79,0.27,3
5504,297,180,196,138,189,0.86,-10.71,0.43,3
5603,308,181,195,137,191,0.63,-10.71,0.31,3
5703,316,179,196,137,188,0.67,-10.63,0.43,3
5804,325,180,195,137,183,0.31,-10.55,0.55,3
5903,330,179,195,137,185,0.39,-10.71,0.67,3
6003,329,180,194,138,188,-0.08,-10.83,0.98,3
6203,302,180,195,137,180,0.51,-10.75,0.9,3
6303,265,180,195,137,179,0.55,-10.63,0.75,0
6403,250,181,196,136,193,0.31,-10.71,0.82,0
6503,245,180,195,137,188,0.27,-10.71,0.98,0
6603,242,180,193,137,194,0.27,-10.63,0.9,0
6703,240,180,195,137,187,0.27,-10.59,1.06,0
6803,236,180,195,137,189,-0.12,-10.83,1.37,0
6903,230,180,194,137,176,-0.16,-10.55,2.12,0
7003,233,180,193,136,181,-0.35,-10.75,2.35,0
7103,234,180,193,136,194,-0.04,-10.67,2.24,0
7203,233,179,195,137,189,-0.08,-10.47,2.12,0
7303,238,180,195,137,178,-0.24,-10.83,2.35,0
7403,241,180,193,137,185,0.04,-10.59,1.49,0
7503,241,180,194,137,172,1.02,-10.75,1.49,0
7603,252,179,195,137,171,1.18,-10.71,0.9,0
7703,259,179,194,137,171,1.14,-10.59,0.59,0
7803,269,180,195,136,171,0.63,-10.71,0.31,0
7903,281,179,194,137,173,1.8,-10.43,0.39,3
8003,299,178,195,137,183,1.1,-10.63,0,3
8103,318,177,194,137,188,1.06,-10.51,0.04,3
8203,327,178,193,136,187,1.26,-10.63,0.43,3
8303,329,179,194,137,190,0.78,-10.75,0.43,3
8403,329,180,194,137,187,0.82,-10.79,0.51,3
8503,321,169,195,136,183,0.86,-10.55,0.39,3
8603,301,180,196,137,185,0.98,-10.51,0.31,3
8704,261,170,195,137,185,1.02,-10.67,0.55,0
8803,241,181,195,138,187,0.75,-11.1,0.43,0
8903,231,181,196,137,190,0.71,-10.67,0.43,0
9004,228,179,195,138,184,0.04,-10.83,0.9,0
9103,228,181,195,137,183,0.51,-10.55,0.71,0
9203,229,181,196,138,189,0.16,-10.67,1.02,0
9403,230,177,195,137,191,0.67,-10.83,1.22,0
9503,233,181,196,138,191,0.59,-10.59,1.33,0
9603,234,181,195,137,197,0.16,-10.71,1.41,0
9703,232,181,195,137,194,0.31,-10.75,1.77,0
9803,231,181,195,137,188,0.16,-10.79,1.45,0
9903,230,181,197,138,189,0.2,-10.67,1.45,0
10003,232,181,195,138,185,-0.04,-10.83,1.57,0
10103,240,182,195,139,181,0.55,-10.87,1.8,0
10203,239,180,195,137,184,0.51,-10.59,1.22,0
10303,239,181,196,138,182,0.43,-10.75,1.1,0
10403,245,181,196,138,180,1.1,-10.83,1.02,0
10503,253,182,195,138,174,0.63,-10.71,0.59,0
10603,259,181,198,138,175,0.98,-10.47,0.24,0
10703,273,180,195,137,182,0.9,-10.71,0.2,0
10803,290,181,198,138,185,1.22,-10.67,0,3
10903,308,181,198,137,195,1.49,-10.55,-0.04,3
11003,322,181,195,138,209,1.06,-10.67,0.16,3
11103,337,180,195,137,201,0.71,-10.67,0.24,3
11203,340,182,195,137,205,0.82,-10.75,0.43,3
11303,341,183,197,137,207,0.9,-10.83,0.67,3
11403,340,181,197,137,209,0.94,-10.75,0.59,3
11503,337,180,196,137,198,0.82,-10.63,0.59,3
11603,332,180,195,135,192,0.78,-10.75,0.59,3
11703,332,180,195,136,185,0.98,-10.71,0.59,3
11803,330,181,194,135,187,0.94,-10.67,0.47,3
11904,330,178,193,136,189,0.9,-10.63,0.31,3
12003,329,180,193,136,181,0.98,-10.75,0.51,3
12103,315,180,196,136,173,1.02,-10.75,0.43,3
12204,270,179,193,136,173,0.67,-10.79,0.63,0
12303,243,179,193,135,178,0.78,-10.67,0.59,0
12403,230,179,194,136,187,0.63,-10.83,0.55,0
12603,236,178,193,136,183,0.43,-10.83,0.94,0
12703,236,178,194,135,181,0.47,-10.59,0.82,0
12803,233,179,193,137,181,0.39,-10.71,1.33,0
12903,233,178,193,136,179,0.31,-10.75,1.1,0
13003,241,179,194,136,180,0.55,-10.75,0.98,0
13103,256,180,194,136,181,1.02,-10.71,0.71,0
13203,257,180,194,137,177,0.86,-10.71,0.35,0
13303,281,180,194,137,177,1.02,-10.63,0.2,3
13403,298,179,193,137,183,0.82,-10.75,0.04,3
13503,312,180,195,137,182,0.98,-10.59,-0.31,3
13603,322,181,196,138,188,0.98,-10.63,-0.27,3
13703,326,181,196,138,188,0.75,-10.71,-0.35,3
13803,336,181,195,139,187,0.43,-10.47,-0.51,3
13903,344,181,197,138,173,0.31,-10.71,0,3
